FID	UMAP1	UMAP2
Cameroon_Fulani_Tcheboua:FTch137	-2.858532272	11.91572136
Cameroon_Fulani_Tcheboua:FTch138	-3.175356338	12.06112395
Cameroon_Fulani_Tcheboua:FTch139	-2.994018646	11.18325865
Cameroon_Fulani_Tcheboua:FTch142	-2.839597766	10.30018807
Cameroon_Fulani_Tcheboua:FTch144	-4.382676393	10.48012431
Cameroon_Fulani_Tcheboua:FTch146	-3.783341652	12.84832339
Cameroon_Fulani_Tcheboua:FTch147	-3.172815007	9.641436923
Cameroon_Fulani_Tcheboua:FTch148	0.290856728	7.696425431
Cameroon_Fulani_Tcheboua:FTch149	-4.401320728	12.68408337
Cameroon_Fulani_Tcheboua:FTch150	-3.789139017	10.52787445
Chad_Fulani_Bongor:FBon02	-2.80701672	10.37684781
Chad_Fulani_Bongor:FBon03	-4.180348154	7.948145259
Chad_Fulani_Bongor:FBon06	-4.688274775	9.779876623
Chad_Fulani_Bongor:FBon07	-3.58126743	11.8527102
Chad_Fulani_Bongor:FBon08	-3.875460107	12.79532408
Chad_Fulani_Bongor:FBon10	-4.067840475	11.11340135
Chad_Fulani_Bongor:FBon11	-4.941682688	12.00142544
Chad_Fulani_Bongor:FBon16	-4.521597837	13.37058406
Chad_Fulani_Bongor:FBon18	-4.230932138	13.44001331
Chad_Fulani_Bongor:FBon21	-3.696031574	12.54390379
Chad_Fulani_Bongor:FBon30	-0.840880436	7.729826532
Chad_Fulani_Bongor:FBon31	6.526709766	1.269800705
Chad_Fulani_Bongor:FBon33	-2.268624055	9.265582222
Chad_Fulani_Bongor:FBon37	-4.818843499	13.62443713
Chad_Fulani_Bongor:FBon38	1.940820071	7.312661734
Chad_Fulani_Bongor:FBon39	-4.62815005	13.50836763
Chad_Fulani_Bongor:FBon40	-3.67080267	12.28388381
Chad_Fulani_Bongor:FBon43	-3.053927101	11.00639528
Chad_Fulani_Bongor:FBon44	-4.061358026	12.06413257
Chad_Fulani_Bongor:FBon47	2.592707017	7.423939994
Chad_Fulani_Bongor:FBon48	-4.069697839	13.38145599
Chad_Fulani_Bongor:FBon49	-2.476534814	10.17179845
Chad_Fulani_Bongor:FBon50	-3.148868227	11.28176619
Chad_Fulani_Linia:Flin121	-1.382580063	8.426762699
Chad_Fulani_Linia:Flin122	-2.830091895	10.83804621
Chad_Fulani_Linia:flin125	-1.05104424	8.63833681
Chad_Fulani_Linia:flin127	-4.31025992	8.728849089
Chad_Fulani_Linia:flin130	-4.478860288	12.93594636
Chad_Fulani_Linia:flin132	-5.057836176	13.48376461
Chad_Fulani_Linia:flin136	-5.671781477	11.31836313
Chad_Fulani_Linia:flin138	-3.958321083	9.616888747
Chad_Fulani_Linia:flin139	-3.480394611	11.0799853
Chad_Fulani_Linia:flin141	-2.226177626	8.803889751
Chad_Fulani_Linia:flin142	-1.883284803	8.807109475
Chad_Fulani_Linia:flin143	-1.883136201	8.636725481
Chad_Fulani_Linia:flin145	-1.832751854	8.541476092
Chad_Fulani_Linia:flin146	-2.817941923	10.33475727
Chad_Fulani_Linia:flin147	-2.625811462	9.340172022
Chad_Fulani_Linia:flin148	-2.989540938	9.428774315
Chad_Fulani_Linia:flin152	-1.829473554	9.338124064
Chad_Fulani_Linia:flin153	-2.148528018	8.276221164
Chad_Fulani_Linia:flin154	-0.893353291	8.338359865
Senegal_Bedik:BED57	0.398054515	2.203234146
Senegal_Bedik:BED59	0.019759706	1.018359681
Senegal_Bedik:BED61	-0.077608925	2.557106151
Senegal_Bedik:BED62	0.211056085	2.467674579
Senegal_Bedik:BED63	-0.333384865	1.344991894
Senegal_Bedik:BED65	-1.187152137	1.77583465
Senegal_Bedik:BED66	-0.627686749	1.899176882
Senegal_Bedik:BED71	-0.100933874	2.144832011
Senegal_Bedik:BED73	-0.59390752	2.105479997
Senegal_Bedik:BED76	-0.135695174	1.92149546
Senegal_Bedik:BED77	0.125645401	2.13053778
Senegal_Bedik:BED78	-1.877461064	1.228346691
Senegal_Bedik:BED81	-0.453652652	2.287895317
Senegal_Bedik:BED83	-0.134370288	2.138509562
Senegal_Bedik:BED85	0.457872914	2.043249365
Senegal_Bedik:BED86	0.341813008	1.926141135
Senegal_Bedik:BED87	-0.108281635	2.334446089
Senegal_Bedik:BED88	0.081035337	2.177598565
Senegal_Bedik:BED90	-0.269884702	1.801412919
Senegal_Bedik:BED92	0.425154686	2.028333503
Senegal_Bedik:BED98	-0.046454367	2.496347257
Gambia_GWD:HG02461	-9.602881558	-2.3793497
Gambia_GWD:HG02462	-8.715267427	-1.674114551
Gambia_GWD:HG02464	-2.918689751	-2.630063557
Gambia_GWD:HG02465	-3.301238119	-1.770957762
Gambia_GWD:HG02561	-2.542061469	0.271375081
Gambia_GWD:HG02562	-5.98347026	-2.714152327
Gambia_GWD:HG02568	-4.360999449	0.184392118
Gambia_GWD:HG02570	-0.749613965	0.834604014
Gambia_GWD:HG02571	-5.737247732	-2.722036185
Gambia_GWD:HG02573	-3.881898666	-0.318149941
Gambia_GWD:HG02574	-2.315945074	0.84653151
Gambia_GWD:HG02582	-5.586708345	-1.74131045
Gambia_GWD:HG02583	-4.816743705	-1.137153205
Gambia_GWD:HG02585	-9.739961282	-2.346120003
Gambia_GWD:HG02586	-3.938348763	1.757090134
Gambia_GWD:HG02588	-5.76176079	-1.956578523
Gambia_GWD:HG02589	-4.04609027	0.668584501
Gambia_GWD:HG02594	-6.117804488	0.017499678
Gambia_GWD:HG02595	-5.948858412	-2.745140757
Gambia_GWD:HG02610	-8.423139752	-2.816003599
Gambia_GWD:HG02611	-10.40864829	-1.493247014
Gambia_GWD:HG02613	-4.977514976	-0.35616872
Gambia_GWD:HG02614	-4.104321586	1.47562691
Gambia_GWD:HG02620	-1.700862855	0.271171676
Gambia_GWD:HG02621	-2.766716512	-1.974678662
Gambia_GWD:HG02623	-13.08062849	0.951926895
Gambia_GWD:HG02624	-9.914186696	-2.398109092
Gambia_GWD:HG02628	-2.812477161	-2.27465118
Gambia_GWD:HG02629	-2.955919885	-2.431170986
Gambia_GWD:HG02634	-2.032113925	0.52179793
Gambia_GWD:HG02635	-0.418530561	-0.34890152
Gambia_GWD:HG02642	-7.629005477	-2.817090575
Gambia_GWD:HG02643	-5.296188863	0.684769217
Gambia_GWD:HG02645	-9.938391341	-1.800196921
Gambia_GWD:HG02646	-9.835384608	-1.993821714
Gambia_GWD:HG02666	-10.59651272	-1.644079221
Gambia_GWD:HG02667	-8.268546156	-1.404296135
Gambia_GWD:HG02675	-4.404900994	-1.141751417
Gambia_GWD:HG02676	-2.629282878	1.312369926
Gambia_GWD:HG02678	-6.405007852	-1.886992251
Gambia_GWD:HG02679	-5.240059807	-1.302360968
Gambia_GWD:HG02702	-3.637305707	1.12256806
Gambia_GWD:HG02703	-8.603705567	-2.623356139
Gambia_GWD:HG02715	-4.574122222	-0.707136551
Gambia_GWD:HG02716	-3.511536488	-1.230348804
Gambia_GWD:HG02721	-6.287813868	-2.139365736
Gambia_GWD:HG02722	-1.877928115	-0.144288127
Gambia_GWD:HG02756	-7.587696445	-2.50820277
Gambia_GWD:HG02757	-8.322440373	-2.802157633
Gambia_GWD:HG02759	-2.943434224	1.152927428
Gambia_GWD:HG02760	-2.302536058	-0.154293275
Gambia_GWD:HG02763	-4.18850614	-0.840631804
Gambia_GWD:HG02768	-4.69360306	-2.600312995
Gambia_GWD:HG02769	-1.696965978	-0.083327194
Gambia_GWD:HG02771	-3.528814996	-2.570949069
Gambia_GWD:HG02772	-3.934687009	-2.337877863
Gambia_GWD:HG02798	-5.60420517	-2.021911989
Gambia_GWD:HG02799	-2.790309013	-1.595522351
Gambia_GWD:HG02804	-4.529222023	-2.962526984
Gambia_GWD:HG02805	-2.947757808	-2.162685073
Gambia_GWD:HG02807	-4.68276645	-1.028138739
Gambia_GWD:HG02808	-4.722506457	-0.257252471
Gambia_GWD:HG02810	-1.542205306	2.906275683
Gambia_GWD:HG02811	-4.821389891	-3.302176871
Gambia_GWD:HG02813	-10.51947141	-1.438941582
Gambia_GWD:HG02814	-5.792891698	-2.834451241
Gambia_GWD:HG02816	-5.697889163	-1.014399325
Gambia_GWD:HG02817	-4.269310241	-0.408812143
Gambia_GWD:HG02819	-4.224452089	-1.8254729
Gambia_GWD:HG02820	-4.401625795	-2.824694855
Gambia_GWD:HG02836	-5.401211477	-0.426549831
Gambia_GWD:HG02837	-5.429351355	-1.824357818
Gambia_GWD:HG02839	-8.256908616	-2.944357871
Gambia_GWD:HG02840	-6.202947602	0.210817614
Gambia_GWD:HG02851	0.33370086	-1.116485335
Gambia_GWD:HG02852	-8.30572368	-2.757992999
Gambia_GWD:HG02854	-1.14228497	-0.269814061
Gambia_GWD:HG02855	-9.148173035	-2.577327999
Gambia_GWD:HG02860	-9.040925552	-2.453665005
Gambia_GWD:HG02861	-9.315765419	-1.929318462
Gambia_GWD:HG02870	-4.650862955	0.254943106
Gambia_GWD:HG02878	-7.989402992	-2.291440122
Gambia_GWD:HG02879	-6.691348708	-1.269885862
Gambia_GWD:HG02881	-3.286732165	-1.786638165
Gambia_GWD:HG02882	-6.948857484	-2.371832997
Gambia_GWD:HG02884	-5.466818207	-1.207209392
Gambia_GWD:HG02885	-5.735561151	-0.321707302
Gambia_GWD:HG02887	-11.02118442	-0.917975081
Gambia_GWD:HG02888	-6.878982961	-0.777988045
Gambia_GWD:HG02890	-1.226060309	0.510757789
Gambia_GWD:HG02891	-2.498302858	-0.313700526
Gambia_GWD:HG02895	-9.935286603	-1.580785867
Gambia_GWD:HG02896	-10.81769052	0.163538741
Gambia_GWD:HG02982	-8.012930294	-3.126803894
Gambia_GWD:HG02983	-6.531408381	-1.822722429
Gambia_GWD:HG03024	-4.312637903	-1.735477065
Gambia_GWD:HG03025	-3.930728433	-1.698666758
Gambia_GWD:HG03027	-4.897880686	-3.322090447
Gambia_GWD:HG03028	-4.330050246	-2.644500961
Gambia_GWD:HG03039	-3.189962198	-0.413168938
Gambia_GWD:HG03040	0.649282986	-1.755938418
Gambia_GWD:HG03045	-2.646953688	1.001602778
Gambia_GWD:HG03046	-1.946387117	-0.25053736
Gambia_GWD:HG03048	-6.747435842	-2.206631116
Gambia_GWD:HG03049	-7.331006967	-0.795678057
Gambia_GWD:HG03240	-5.127221759	-1.81442524
Gambia_GWD:HG03241	-4.031101548	-1.955056005
Gambia_GWD:HG03246	-8.897535662	-1.45378436
Gambia_GWD:HG03247	-6.697302061	-2.653659438
Gambia_GWD:HG03258	-8.374524075	-2.42977573
Gambia_GWD:HG03259	-6.333483228	-0.751579683
Gambia_GWD:HG03538	-9.581264542	-2.33084177
Gambia_GWD:HG03539	-3.738120084	3.242706343
Gambia_Jola:195851_H12_TDT5140553	-11.71486095	0.164366992
Gambia_Jola:195852_B02_TDT5140807	-11.38245066	1.058080292
Gambia_Jola:195852_B07_TDT5140883	-12.22210358	0.997377984
Gambia_Jola:195852_B12_TDT5140990	-12.02098784	-0.017543572
Gambia_Jola:195852_C04_TDT5140835	-10.80440394	0.700993775
Gambia_Jola:195852_D10_TDT5140942	-12.64696677	1.265456391
Gambia_Jola:195852_E10_TDT5140947	-11.93635664	0.109159219
Gambia_Jola:195852_F01_TDT5140799	-10.87530975	1.276754875
Gambia_Jola:195852_F04_TDT5140843	-12.96779647	0.94859829
Gambia_Jola:195852_F07_TDT5140891	-10.17494512	-1.606365094
Gambia_Jola:195852_G10_TDT5140955	-11.07860593	-0.348906189
Gambia_Jola:195852_H11_TDT5140982	-13.32313426	1.146995981
Gambia_Jola:195855_A11_TDT5141913	-11.50283762	1.25973678
Gambia_Jola:195856_E01_TDT5141955	-12.37385918	1.105491569
Gambia_Jola:195856_G01_TDT5141963	-13.14470945	0.524710949
Gambia_Jola:195858_A02_TDT5140573	-11.42031891	1.723659246
Gambia_Jola:195858_B02_TDT5140574	-13.13591423	1.017815024
Gambia_Jola:195858_B07_TDT5140718	-12.77871746	0.76212434
Gambia_Jola:195858_C01_TDT5140563	-12.28349702	2.00660584
Gambia_Jola:195858_C11_TDT5140776	-12.3888978	1.943120227
Gambia_Jola:195858_C12_TDT5140784	-13.3908495	0.950503493
Gambia_Jola:195858_D02_TDT5140583	-10.12913931	-1.708247236
Gambia_Jola:195858_E01_TDT5140565	-13.00879395	1.686166413
Gambia_Jola:195858_E08_TDT5140747	-13.34216046	1.521806486
Gambia_Jola:195858_F01_TDT5140566	-12.64611851	0.04409011
Gambia_Jola:195858_F02_TDT5140591	-11.3758956	1.723820502
Gambia_Jola:195858_F05_TDT5140664	-12.62292108	1.59731576
Gambia_Jola:195858_H05_TDT5140672	-13.02867454	1.56275518
Gambia_Jola:195858_H06_TDT5140710	-13.03808679	1.123866055
Gambia_Jola:195858_H08_TDT5140753	-12.79175564	1.626833084
Gambia_Jola:195858_H11_TDT5140781	-12.22962895	1.327880507
Gambia_Jola:195859_A01_TDT5141005	-12.97283539	0.695758435
Gambia_Jola:195859_A11_TDT5141227	-11.55895186	0.325158859
Gambia_Jola:195859_B02_TDT5141048	-12.6555433	1.421782924
Gambia_Jola:195859_C11_TDT5141231	-12.81519121	1.901033957
Gambia_Jola:195859_D02_TDT5141054	-12.78659648	1.613665098
Gambia_Jola:195859_D05_TDT5141132	-10.78598233	0.827152357
Gambia_Jola:195859_E03_TDT5141093	-12.55647586	2.234121187
Gambia_Jola:195859_F02_TDT5141056	-12.30494534	0.168497899
Gambia_Jola:195859_F05_TDT5141134	-11.62250795	0.138244661
Gambia_Jola:195859_F10_TDT5141219	-11.42878403	0.363081057
Gambia_Jola:195859_G10_TDT5141220	-11.8006064	2.231690576
Gambia_Jola:195859_H01_TDT5141046	-11.38422587	1.866340029
Gambia_Jola:195859_H02_TDT5141062	-12.19493879	-0.4688553
Gambia_Jola:195859_H05_TDT5141140	-11.33040681	1.37495018
Gambia_Jola:195859_H08_TDT5141191	-11.87566365	-0.467530724
Gambia_Jola:195859_H10_TDT5141223	-10.56464547	0.983999544
Gambia_Jola:195863_A11_TDT5141492	-12.47648998	0.915885322
Gambia_Jola:195863_A12_TDT5141504	-12.92511902	0.561826281
Gambia_Jola:195863_B02_TDT5141286	-11.63677788	2.061722074
Gambia_Jola:195863_B04_TDT5141358	-11.72286805	0.905440832
Gambia_Jola:195863_B06_TDT5141406	-11.0005519	0.867604511
Gambia_Jola:195863_B09_TDT5141459	-11.70291339	0.317846494
Gambia_Jola:195863_B10_TDT5141475	-11.33751133	0.83868721
Gambia_Jola:195863_C01_TDT5141268	0.418315179	-1.066767021
Gambia_Jola:195863_C06_TDT5141407	-11.09718283	1.207360414
Gambia_Jola:195863_C10_TDT5141477	-10.54601804	1.142160218
Gambia_Jola:195863_D01_TDT5141270	-12.62749093	0.533111998
Gambia_Jola:195863_D04_TDT5141363	-11.40382887	1.545561047
Gambia_Jola:195863_D07_TDT5141429	-12.22875098	0.083377663
Gambia_Jola:195863_D10_TDT5141478	-12.85367603	2.23056351
Gambia_Jola:195863_D11_TDT5141496	-12.74256049	0.741827038
Gambia_Jola:195863_E09_TDT5141462	-12.15561493	1.992814734
Gambia_Jola:195863_E10_TDT5141483	-12.05842752	0.432910633
Gambia_Jola:195863_E11_TDT5141498	-11.49033922	-0.822787453
Gambia_Jola:195863_F01_TDT5141276	-1.182173007	1.713693999
Gambia_Jola:195863_F02_TDT5141294	-10.45296112	1.233432335
Gambia_Jola:195863_F03_TDT5141335	-12.39285925	0.562657013
Gambia_Jola:195863_F04_TDT5141371	-10.74808742	0.279523215
Gambia_Jola:195863_F05_TDT5141399	-11.56829781	2.06002265
Gambia_Jola:195863_F09_TDT5141467	-12.2182293	1.606352655
Gambia_Jola:195863_F10_TDT5141485	-9.155785254	-1.426529568
Gambia_Jola:195863_G01_TDT5141278	-10.96575335	0.697150784
Gambia_Jola:195863_G03_TDT5141343	-11.08308412	-1.057793037
Gambia_Jola:195863_G10_TDT5141486	-12.40518996	-0.092753582
Gambia_Jola:195863_H03_TDT5141350	-12.28416571	2.186871221
Gambia_Jola:195863_H07_TDT5141437	-11.15430291	-0.647242435
Gambia_Jola:195863_H10_TDT5141490	-12.2568004	-0.303715091
Gambia_Jola:204224_G12_TDT5141982	-12.51028655	0.224989735
Gambia_Wolof:195850_G03_TDT5142410	-2.959380513	2.726500688
Gambia_Wolof:195852_A02_TDT5140806	-2.927848507	2.696837713
Gambia_Wolof:195852_A06_TDT5140866	-4.383888466	1.909302804
Gambia_Wolof:195852_B09_TDT5140918	-3.002679885	3.177340925
Gambia_Wolof:195852_B11_TDT5140967	-4.289666435	1.733976648
Gambia_Wolof:195852_C05_TDT5140853	-9.298567804	-2.060168601
Gambia_Wolof:195852_C10_TDT5140941	-3.772352234	1.674509674
Gambia_Wolof:195852_D06_TDT5140873	-2.660583662	2.953796899
Gambia_Wolof:195852_D07_TDT5140885	-3.706625655	2.76488717
Gambia_Wolof:195852_D12_TDT5140996	-3.23916444	1.225309151
Gambia_Wolof:195852_E01_TDT5140798	-2.531400759	3.371595627
Gambia_Wolof:195852_E06_TDT5140874	-2.608426568	4.282448721
Gambia_Wolof:195852_E09_TDT5140923	-2.336092695	4.565302291
Gambia_Wolof:195852_F03_TDT5140823	-2.185517341	3.650066405
Gambia_Wolof:195852_F09_TDT5140925	-3.866809683	2.738357845
Gambia_Wolof:195852_F11_TDT5140977	-3.625116795	1.358649996
Gambia_Wolof:195852_G05_TDT5140861	-3.367588114	3.658577048
Gambia_Wolof:195852_G09_TDT5140926	-2.36138919	2.325677596
Gambia_Wolof:195852_H06_TDT5140881	-3.435637186	1.199291143
Gambia_Wolof:195852_H07_TDT5140893	-6.512321876	-0.205139706
Gambia_Wolof:195855_A03_TDT5141739	-2.705691449	3.25170431
Gambia_Wolof:195855_B03_TDT5141740	-2.894119821	3.915381448
Gambia_Wolof:195855_F01_TDT5141707	-1.781190421	0.921819757
Gambia_Wolof:195856_A01_TDT5141939	-2.382178126	2.59879269
Gambia_Wolof:195856_A02_TDT5141971	-2.213248963	2.374106253
Gambia_Wolof:195856_C01_TDT5141947	-1.641873609	3.952302987
Gambia_Wolof:195856_C11_TDT5142237	-3.418874803	2.127075496
Gambia_Wolof:195856_D11_TDT5142245	-4.818351036	0.11378092
Gambia_Wolof:195856_F01_TDT5141956	-6.070082795	-1.616781843
Gambia_Wolof:195856_H01_TDT5141964	-7.514231549	-1.160823394
Gambia_Wolof:195858_A05_TDT5140637	-1.913951898	4.070862107
Gambia_Wolof:195858_A12_TDT5140782	-2.989296605	1.993067158
Gambia_Wolof:195858_B03_TDT5140600	-2.120444148	4.67538024
Gambia_Wolof:195858_B05_TDT5140638	-2.263978089	3.044473584
Gambia_Wolof:195858_B06_TDT5140677	-2.708340646	1.760910609
Gambia_Wolof:195858_B12_TDT5140783	-3.191937362	2.148055818
Gambia_Wolof:195858_C07_TDT5140726	-2.55461743	2.429426577
Gambia_Wolof:195858_D01_TDT5140564	-2.280460775	3.603786186
Gambia_Wolof:195858_D03_TDT5140603	-4.008695211	0.461753157
Gambia_Wolof:195858_D06_TDT5140685	-2.50551468	2.468920846
Gambia_Wolof:195858_D07_TDT5140734	-2.238561093	3.62730422
Gambia_Wolof:195858_F03_TDT5140608	-2.3451558	3.252491181
Gambia_Wolof:195858_G10_TDT5140772	-6.840510733	-1.549765887
Gambia_Wolof:195858_G11_TDT5140780	-1.941116522	3.758612136
Gambia_Wolof:195858_H02_TDT5140595	-3.676313525	-1.26243184
Gambia_Wolof:195858_H04_TDT5140630	-2.833649967	3.384371616
Gambia_Wolof:195859_A02_TDT5141047	-2.5362945	4.259743695
Gambia_Wolof:195859_B07_TDT5141159	-1.935740199	-0.115917383
Gambia_Wolof:195859_B12_TDT5141250	-2.78473553	2.297710088
Gambia_Wolof:195859_C07_TDT5141160	-3.173395309	3.180234119
Gambia_Wolof:195859_D01_TDT5141024	-1.110108542	-0.706278957
Gambia_Wolof:195859_E02_TDT5141055	-2.839008508	4.353642816
Gambia_Wolof:195859_E07_TDT5141162	-6.654051985	-0.668870622
Gambia_Wolof:195859_E12_TDT5141257	-2.873028001	1.584194932
Gambia_Wolof:195859_F12_TDT5141258	-2.854909606	2.86749785
Gambia_Wolof:195859_G01_TDT5141045	-4.74578505	1.0773401
Gambia_Wolof:195859_G11_TDT5141243	-1.948331979	3.872477838
Gambia_Wolof:195863_A01_TDT5141265	-4.190591604	1.959855251
Gambia_Wolof:195863_A04_TDT5141352	-2.148774316	3.282433683
Gambia_Wolof:195863_C03_TDT5141317	-2.657736692	3.212567046
Gambia_Wolof:195863_C04_TDT5141360	-3.540797647	2.939690076
Gambia_Wolof:195863_C05_TDT5141396	-3.119657836	3.908455763
Gambia_Wolof:195863_D03_TDT5141324	-4.511842913	1.35776772
Gambia_Wolof:195863_D06_TDT5141411	-2.433647895	4.737361895
Gambia_Wolof:195863_E03_TDT5141325	-3.533479915	3.382875559
Gambia_Wolof:195863_E04_TDT5141366	-2.810278581	4.07940121
Gambia_Wolof:195863_G04_TDT5141374	-1.951805243	4.359665084
Gambia_Wolof:195863_H05_TDT5141404	-4.292745622	1.375575728
Gambia_Wolof:195863_H06_TDT5141420	-3.217882682	2.133765304
Gambia_Wolof:203043_A03_TDT5142210	-2.502302646	3.93086115
Gambia_Wolof:203043_B03_TDT5142218	-6.078588704	-0.364186957
Gambia_Wolof:203043_C01_TDT5141303	-2.667693364	3.262134169
Gambia_Wolof:203043_C03_TDT5142385	-3.068155988	2.255189658
Gambia_Wolof:203043_D01_TDT5141756	-2.934497862	2.984696072
Gambia_Wolof:203043_D03_TDT5142393	-3.005541856	4.138882558
Gambia_Wolof:203043_F01_TDT5141780	-2.229115183	3.678753015
Gambia_Wolof:203043_G02_TDT5142188	-7.054478618	-0.82502227
Gambia_Wolof:203043_H02_TDT5142196	-3.815978823	2.151218158
Gambia_Mandinka:195852_A05_TDT5140850	-4.40625988	0.162013472
Gambia_Mandinka:195852_A07_TDT5140882	-2.215922043	0.70483046
Gambia_Mandinka:195852_A08_TDT5140899	-1.418348358	0.306322954
Gambia_Mandinka:195852_B06_TDT5140867	-1.454328187	0.129611005
Gambia_Mandinka:195852_B08_TDT5140900	-1.296360932	0.777774582
Gambia_Mandinka:195852_C02_TDT5140808	-3.168545277	-2.280390789
Gambia_Mandinka:195852_C03_TDT5140820	-0.672870309	0.602298648
Gambia_Mandinka:195852_C06_TDT5140870	-6.007092037	-2.132791078
Gambia_Mandinka:195852_C07_TDT5140884	-5.558698641	-1.532562638
Gambia_Mandinka:195852_C09_TDT5140919	-2.814795506	-2.453846028
Gambia_Mandinka:195852_D01_TDT5140797	-3.049169435	-0.92925647
Gambia_Mandinka:195852_D03_TDT5140821	-4.624820318	0.09397959
Gambia_Mandinka:195852_D05_TDT5140854	-4.506705484	-2.371154907
Gambia_Mandinka:195852_D09_TDT5140922	-6.118312023	-2.172294542
Gambia_Mandinka:195852_E05_TDT5140858	-5.132917754	0.493131217
Gambia_Mandinka:195852_F06_TDT5140875	-3.804895326	0.231647588
Gambia_Mandinka:195852_G01_TDT5140800	-4.804207245	-2.684733205
Gambia_Mandinka:195852_G03_TDT5140828	-1.319475399	0.985747411
Gambia_Mandinka:195852_G06_TDT5140878	-4.560485165	-3.018862966
Gambia_Mandinka:195852_H01_TDT5140805	-7.851354122	-2.313526485
Gambia_Mandinka:195852_H03_TDT5140829	-4.173410898	0.942912436
Gambia_Mandinka:195852_H04_TDT5140846	-4.169497422	1.064472632
Gambia_Mandinka:195852_H05_TDT5140862	-4.672204606	-3.315332422
Gambia_Mandinka:195852_H09_TDT5140927	-1.823656316	-0.975581694
Gambia_Mandinka:195855_A12_TDT5141925	-6.153971406	0.248020178
Gambia_Mandinka:195855_C11_TDT5141915	-7.416666266	-1.871562608
Gambia_Mandinka:195855_C12_TDT5141928	-6.07091103	0.311012966
Gambia_Mandinka:195855_D11_TDT5141917	-9.968468248	-1.916696716
Gambia_Mandinka:195855_D12_TDT5141931	-11.57902494	1.042510332
Gambia_Mandinka:195855_E11_TDT5141920	-1.920084857	0.136095486
Gambia_Mandinka:195855_E12_TDT5141932	-7.294664253	-2.115670538
Gambia_Mandinka:195855_F10_TDT5141907	-3.510475849	-0.957889148
Gambia_Mandinka:195855_F12_TDT5141933	-2.168821911	1.812046686
Gambia_Mandinka:195855_G10_TDT5141909	-8.183615255	-1.306897003
Gambia_Mandinka:195855_G11_TDT5141923	-6.196800376	-0.988913876
Gambia_Mandinka:195855_G12_TDT5141934	-7.045590763	-2.484328478
Gambia_Mandinka:195855_H10_TDT5141912	-4.743630161	-2.893647363
Gambia_Mandinka:195855_H11_TDT5141924	-9.418881648	-1.854419811
Gambia_Mandinka:195856_B01_TDT5141940	-3.856091724	3.79684614
Gambia_Mandinka:195856_B02_TDT5141972	-9.002249566	-2.309787245
Gambia_Mandinka:195856_B03_TDT5141984	-4.311397049	-2.279419333
Gambia_Mandinka:195856_C02_TDT5141973	-7.64772658	-1.798958167
Gambia_Mandinka:195856_D01_TDT5141948	-6.265351645	12.23264307
Gambia_Mandinka:195856_D02_TDT5141975	-1.670511412	0.725936313
Gambia_Mandinka:195858_D12_TDT5140785	-1.357150042	0.182850125
Gambia_Mandinka:195858_F10_TDT5140771	-10.76508886	-0.668656364
Gambia_Mandinka:195858_F11_TDT5140779	-7.059415036	-1.227369555
Gambia_Mandinka:195858_G08_TDT5140752	-7.874407113	-2.241318039
Gambia_Mandinka:195859_A10_TDT5141203	-2.650943137	-2.16120637
Gambia_Mandinka:195859_C12_TDT5141251	-7.740991447	-0.542693016
Gambia_Mandinka:195859_G05_TDT5141139	-3.135376052	-2.410738565
Gambia_Mandinka:195859_G12_TDT5141259	-8.006629703	-2.982174257
Gambia_Mandinka:195859_H12_TDT5141261	-6.994548478	-1.964960914
Gambia_Mandinka:195863_A07_TDT5141423	-11.42427989	-0.659625196
Gambia_Mandinka:195863_A09_TDT5141454	-3.243776332	1.314905105
Gambia_Mandinka:195863_B01_TDT5141266	-5.380224136	0.822254159
Gambia_Mandinka:195863_B07_TDT5141426	-7.744959823	-1.786177899
Gambia_Mandinka:195863_B11_TDT5141493	-2.869733959	0.720553222
Gambia_Mandinka:195863_C02_TDT5141288	-3.519337147	-2.227632368
Gambia_Mandinka:195863_C08_TDT5141443	-1.418762192	0.556613789
Gambia_Mandinka:195863_C09_TDT5141460	0.105968442	-0.924166155
Gambia_Mandinka:195863_D08_TDT5141444	-3.339337794	-1.570009536
Gambia_Mandinka:195863_D09_TDT5141461	-7.794374856	-1.620097893
Gambia_Mandinka:195863_E01_TDT5141274	-6.051965361	-1.625191146
Gambia_Mandinka:195863_F08_TDT5141450	-2.868259493	-0.750916176
Gambia_Mandinka:195863_G02_TDT5141296	-4.707221141	-1.774393137
Gambia_Mandinka:195863_G07_TDT5141436	-4.441479929	-0.222507991
Gambia_Mandinka:195863_G08_TDT5141451	-0.196206745	-0.825200336
Gambia_Mandinka:195863_G09_TDT5141468	-0.584667628	-0.07472474
Gambia_Mandinka:195863_G11_TDT5141501	-4.35899746	-0.808256544
Gambia_Mandinka:195863_H09_TDT5141469	-7.775330726	-2.625591704
Gambia_Mandinka:204224_A10_TDT5141439	-5.148245507	-1.29196906
Gambia_Mandinka:204224_A11_TDT5141463	-7.16097404	-1.679038007
Gambia_Mandinka:204224_B11_TDT5141471	-6.132963829	-0.109373297
Gambia_Mandinka:204224_C09_TDT5141238	-9.672269959	-1.532525576
Gambia_Mandinka:204224_C11_TDT5141480	-5.228932907	0.427121859
Gambia_Mandinka:204224_D10_TDT5141448	-5.545454661	-1.80010782
Gambia_Mandinka:204224_D11_TDT5141488	-4.159860345	-0.034848005
Gambia_Mandinka:204224_E09_TDT5141416	-4.877353724	-0.538851005
Gambia_Mandinka:204224_E10_TDT5141449	-4.458274601	-2.190791481
