FID	UMAP1	UMAP2
Nigeria_YRI:NA19175	7.605734875	-7.900512125
Nigeria_YRI:NA19184	9.122545027	-9.402027856
Nigeria_YRI:NA19185	8.13673302	-8.944660342
Nigeria_YRI:NA19189	7.151475964	-6.468626871
Nigeria_YRI:NA19190	6.353365302	-8.385853955
Nigeria_YRI:NA19197	9.166866099	-8.981138566
Nigeria_YRI:NA19198	7.508821264	-8.398759923
Nigeria_YRI:NA19200	9.301992465	-7.762895921
Nigeria_YRI:NA19201	9.077391199	-9.524281562
Nigeria_YRI:NA19204	8.367969352	-7.289909361
Nigeria_YRI:NA19206	8.692928652	-9.33179796
Nigeria_YRI:NA19207	7.148875262	-9.15173875
Nigeria_YRI:NA19209	7.578035967	-9.168678201
Nigeria_YRI:NA19210	6.453707833	-8.247778266
Nigeria_YRI:NA19213	6.72518772	-7.982027089
Nigeria_YRI:NA19214	7.388553602	-8.578229035
Nigeria_YRI:NA19222	6.653016132	-8.915842053
Nigeria_YRI:NA19223	6.749452147	-8.640965833
Nigeria_YRI:NA19225	9.649449361	-9.283358138
Nigeria_YRI:NA19235	6.383840953	-6.457895295
Nigeria_YRI:NA19236	6.493007695	-6.879481897
Nigeria_YRI:NA19238	6.813818999	-8.674190616
Nigeria_YRI:NA19239	6.171389341	-6.238406225
Nigeria_YRI:NA19247	6.872706329	-8.935975012
Nigeria_YRI:NA19248	5.611976717	-7.698765993
Nigeria_YRI:NA19256	8.399726	-8.716277559
Nigeria_YRI:NA19257	7.466043987	-8.998311496
Nigeria_ESN:HG02922	15.11220613	-9.281169627
Nigeria_ESN:HG02923	15.06999098	-8.394334354
Nigeria_ESN:HG02938	12.7125478	-10.05742457
Nigeria_ESN:HG02941	12.37150528	-7.41345724
Nigeria_ESN:HG02943	12.67952692	-9.054823677
Nigeria_ESN:HG02944	13.52137867	-8.145997774
Nigeria_ESN:HG02946	13.22966373	-7.695996075
Nigeria_ESN:HG02947	10.82175616	-8.405025647
Nigeria_ESN:HG02952	13.2101501	-7.368923839
Nigeria_ESN:HG02953	13.03676721	-10.12156245
Nigeria_ESN:HG02968	14.04242784	-9.806550638
Nigeria_ESN:HG02970	10.57303017	-9.164369106
Nigeria_ESN:HG02971	14.00838228	-8.783253519
Nigeria_ESN:HG02973	14.93194563	-9.192516703
Nigeria_ESN:HG02974	14.06249202	-10.82639643
Nigeria_ESN:HG02976	9.990449662	-9.305202048
Nigeria_ESN:HG02977	13.58841807	-9.479446218
Nigeria_ESN:HG02979	10.20098763	-8.672445728
Nigeria_ESN:HG02981	11.7046735	-8.808421763
Nigeria_ESN:HG03099	12.93845019	-8.543555743
Nigeria_ESN:HG03100	13.49986643	-9.58986608
Nigeria_ESN:HG03103	13.45457092	-7.268805491
Nigeria_ESN:HG03105	12.72514331	-9.682044749
Nigeria_ESN:HG03108	13.83450502	-7.365501067
Nigeria_ESN:HG03109	13.67152064	-7.211111894
Nigeria_ESN:HG03111	11.52472927	-7.764770615
Nigeria_ESN:HG03112	12.13813941	-8.774679491
Nigeria_ESN:HG03114	14.90035209	-10.40634675
Nigeria_ESN:HG03115	12.52094749	-10.69604615
Nigeria_ESN:HG03117	14.43009504	-9.21239344
Nigeria_ESN:HG03118	13.94633276	-9.950903826
Nigeria_ESN:HG03120	13.77661377	-10.57476461
Nigeria_ESN:HG03121	13.97465502	-7.561939641
Nigeria_ESN:HG03123	14.07064463	-8.604520621
Nigeria_ESN:HG03124	11.40929232	-8.095873015
Nigeria_ESN:HG03126	13.01258676	-9.98347914
Nigeria_ESN:HG03127	12.98200529	-10.28805781
Nigeria_ESN:HG03129	11.8838786	-8.119054699
Nigeria_ESN:HG03130	14.43708472	-9.444859222
Nigeria_ESN:HG03132	11.55403715	-9.231289844
Nigeria_ESN:HG03133	12.8997694	-11.18908831
Nigeria_ESN:HG03135	11.61195554	-7.90306697
Nigeria_ESN:HG03136	14.61270194	-10.47071827
Nigeria_ESN:HG03139	12.8520236	-10.51936979
Nigeria_ESN:HG03157	13.51679073	-10.23662939
Nigeria_ESN:HG03159	13.65059729	-8.937238807
Nigeria_ESN:HG03160	13.68667671	-8.796620813
Nigeria_ESN:HG03162	14.38833663	-8.370262921
Nigeria_ESN:HG03163	13.29592457	-9.115238232
Nigeria_ESN:HG03166	15.50001872	-8.384059475
Nigeria_ESN:HG03168	13.36096736	-9.516516933
Nigeria_ESN:HG03169	11.59152625	-10.02658091
Nigeria_ESN:HG03172	10.948763	-8.931068866
Nigeria_ESN:HG03175	14.8469125	-9.659585508
Nigeria_ESN:HG03189	11.98952554	-9.576501564
Nigeria_ESN:HG03190	15.02506738	-9.939015719
Nigeria_ESN:HG03193	15.04763047	-8.477692066
Nigeria_ESN:HG03195	13.91691726	-9.703734013
Nigeria_ESN:HG03196	12.16442241	-9.967564564
Nigeria_ESN:HG03198	14.44653982	-10.49376465
Nigeria_ESN:HG03199	14.09334429	-8.936637534
Nigeria_ESN:HG03202	15.12318975	-9.746063333
Nigeria_ESN:HG03265	14.86901041	-9.805517529
Nigeria_ESN:HG03267	12.67060864	-10.24917653
Nigeria_ESN:HG03268	13.49792664	-8.421013912
Nigeria_ESN:HG03270	12.04790943	-10.88970641
Nigeria_ESN:HG03271	13.37861042	-9.603071613
Nigeria_ESN:HG03279	14.47931171	-10.07374205
Nigeria_ESN:HG03280	13.03202423	-11.34650407
Nigeria_ESN:HG03291	12.24540422	-9.093522278
Nigeria_ESN:HG03294	9.680182166	-8.687926579
Nigeria_ESN:HG03295	14.93131055	-9.10262155
Nigeria_ESN:HG03297	13.54607917	-8.626898523
Nigeria_ESN:HG03298	13.34691439	-9.522898472
Nigeria_ESN:HG03300	14.84757409	-8.105489758
Nigeria_ESN:HG03301	14.97253511	-8.882136031
Nigeria_ESN:HG03303	12.70395767	-10.49744564
Nigeria_ESN:HG03304	13.33873566	-8.633606447
Nigeria_ESN:HG03311	13.74471695	-7.492283519
Nigeria_ESN:HG03313	13.34948794	-7.633421852
Nigeria_ESN:HG03342	15.26992023	-8.253680302
Nigeria_ESN:HG03343	14.58670766	-8.371897073
Nigeria_ESN:HG03351	11.92698674	-11.07858239
Nigeria_ESN:HG03352	15.01013018	-8.167114953
Nigeria_ESN:HG03354	13.41530167	-9.65910972
Nigeria_ESN:HG03363	14.55691979	-8.869583517
Nigeria_ESN:HG03366	15.46341431	-8.325412096
Nigeria_ESN:HG03367	12.75737233	-8.625474487
Nigeria_ESN:HG03369	12.46132793	-9.893060134
Nigeria_ESN:HG03370	14.02141086	-7.401524029
Nigeria_ESN:HG03372	13.99612483	-8.479613104
Nigeria_ESN:HG03499	12.35632447	-9.275133054
Nigeria_ESN:HG03511	13.60500563	-8.949775363
Nigeria_ESN:HG03514	11.5393523	-8.678386538
Nigeria_ESN:HG03515	11.75182489	-10.11601182
Nigeria_ESN:HG03517	11.4026106	-8.339789389
Nigeria_ESN:HG03518	14.48896389	-8.71798449
Nigeria_ESN:HG03520	13.11017597	-10.65313307
Nigeria_ESN:HG03521	13.32566864	-10.51520473
Nigeria_Igbo:202733_A03_APP5201026	12.97868513	-8.094320676
Nigeria_Igbo:202733_A09_APP5201081	12.48050359	-8.394633602
Nigeria_Igbo:202733_A10_APP5201089	12.27301743	-10.33362771
Nigeria_Igbo:202733_A11_APP5201097	12.81081529	-9.020336372
Nigeria_Igbo:202733_A12_APP5201105	12.42423181	-10.31416042
Nigeria_Igbo:202733_B03_APP5201031	11.46382413	-10.14757622
Nigeria_Igbo:202733_B09_APP5201082	11.76934816	-9.886284618
Nigeria_Igbo:202733_B10_APP5201090	11.76640474	-8.706721467
Nigeria_Igbo:202733_B11_APP5201098	14.20644301	-9.480347343
Nigeria_Igbo:202733_B12_APP5201107	13.0460604	-9.425697836
Nigeria_Igbo:202733_C03_APP5201032	10.43361068	-8.523268367
Nigeria_Igbo:202733_C09_APP5201083	12.06609002	-10.50421985
Nigeria_Igbo:202733_C10_APP5201091	11.65811375	-9.16457616
Nigeria_Igbo:202733_C11_APP5201099	13.570693	-9.308351095
Nigeria_Igbo:202733_C12_APP5201108	12.97566615	-9.836922782
Nigeria_Igbo:202733_D09_APP5201084	12.68443414	-11.01883291
Nigeria_Igbo:202733_D10_APP5201092	11.3868618	-8.077332383
Nigeria_Igbo:202733_D11_APP5201100	12.92237193	-7.430648265
Nigeria_Igbo:202733_D12_APP5201109	12.83778809	-8.713666286
Nigeria_Igbo:202733_E03_APP5201035	9.992278709	-8.802681151
Nigeria_Igbo:202733_E10_APP5201093	12.75310051	-9.969870074
Nigeria_Igbo:202733_E11_APP5201101	12.15348302	-9.14967065
Nigeria_Igbo:202733_E12_APP5201110	11.23669745	-8.503388598
Nigeria_Igbo:202733_F03_APP5201036	10.6834469	-9.408390788
Nigeria_Igbo:202733_F08_APP5201078	12.67073372	-11.14072605
Nigeria_Igbo:202733_F09_APP5201086	12.2794672	-9.399663535
Nigeria_Igbo:202733_F10_APP5201094	11.66296693	-8.478148465
Nigeria_Igbo:202733_F11_APP5201102	13.05830877	-8.516294077
Nigeria_Igbo:202733_F12_APP5201111	10.42679575	-8.677272243
Nigeria_Igbo:202733_G03_APP5201037	11.39774977	-9.394650703
Nigeria_Igbo:202733_G08_APP5201079	11.24838636	-10.25003877
Nigeria_Igbo:202733_G09_APP5201087	11.51083457	-9.825008267
Nigeria_Igbo:202733_G10_APP5201095	9.707076703	-9.263063014
Nigeria_Igbo:202733_G11_APP5201103	10.96346142	-10.39758521
Nigeria_Igbo:202733_G12_APP5201112	10.64747993	-10.00059321
Nigeria_Igbo:202733_H03_APP5201038	12.12514441	-10.04658685
Nigeria_Igbo:202733_H10_APP5201096	12.08249749	-11.09982491
Nigeria_Igbo:202733_H11_APP5201104	12.61987636	-7.662850485
Nigeria_Igbo:202733_H12_APP5201113	13.14958757	-9.365662069
Nigeria_Igbo:209903_A01_APP5201114	12.70584112	-8.972238106
Nigeria_Igbo:209903_A02_APP5201123	10.50371584	-8.813523096
Nigeria_Igbo:209903_A03_APP5201131	11.13243196	-9.926765753
Nigeria_Igbo:209903_A04_APP5201139	13.90567393	-8.464286575
Nigeria_Igbo:209903_B01_APP5201115	11.42532813	-10.60751974
Nigeria_Igbo:209903_B03_APP5201132	10.69093112	-7.884299883
Nigeria_Igbo:209903_B04_APP5201140	12.16799501	-8.076288293
Nigeria_Igbo:209903_B06_APP5201157	13.19849862	-9.859856414
Nigeria_Igbo:209903_C01_APP5201116	13.0188213	-9.266620261
Nigeria_Igbo:209903_C02_APP5201125	11.60083841	-9.185823066
Nigeria_Igbo:209903_C03_APP5201133	9.534816788	-8.938321591
Nigeria_Igbo:209903_C04_APP5201141	11.58203387	-10.84541604
Nigeria_Igbo:209903_C06_APP5201158	5.568865479	-6.843198831
Nigeria_Igbo:209903_D01_APP5201117	12.31793342	-9.469645818
Nigeria_Igbo:209903_D02_APP5201126	10.88651405	-8.892885736
Nigeria_Igbo:209903_D03_APP5201134	14.09835747	-9.194237832
Nigeria_Igbo:209903_E01_APP5201118	11.70815598	-9.385203349
Nigeria_Igbo:209903_E02_APP5201127	11.79197926	-9.7173389
Nigeria_Igbo:209903_E03_APP5201135	12.95386457	-10.30954813
Nigeria_Igbo:209903_F01_APP5201119	11.31641244	-9.49501024
Nigeria_Igbo:209903_F02_APP5201128	10.58122774	-9.62217169
Nigeria_Igbo:209903_F03_APP5201136	12.62536552	-9.646258637
Nigeria_Igbo:209903_G01_APP5201120	10.55043233	-9.820374565
Nigeria_Igbo:209903_G02_APP5201129	11.51058524	-10.57007644
Nigeria_Igbo:209903_G03_APP5201137	13.10902743	-10.31794484
Nigeria_Igbo:209903_H01_APP5201122	11.30244123	-8.496909278
Nigeria_Igbo:209903_H02_APP5201130	10.03793241	-8.301835841
Nigeria_Igbo:209903_H03_APP5201138	11.0287072	-8.418826406
Nigeria_Igbo:209913_A03_APP5201237	10.18275689	-9.772194265
Nigeria_Igbo:209913_A04_APP5201245	10.41297476	-10.14854409
Nigeria_Igbo:209913_A05_APP5201253	10.41367341	-8.454406561
Nigeria_Igbo:209913_A06_APP5201261	13.41211384	-9.950983489
Nigeria_Igbo:209913_A07_APP5201269	12.08236366	-10.43306836
Nigeria_Igbo:209913_B03_APP5201238	12.2834143	-8.006359976
Nigeria_Igbo:209913_B04_APP5201246	10.84579757	-10.11069585
Nigeria_Igbo:209913_B05_APP5201254	12.96590624	-9.089348329
Nigeria_Igbo:209913_B06_APP5201262	11.74735863	-7.54690476
Nigeria_Igbo:209913_C03_APP5201239	9.805967999	-9.695302036
Nigeria_Igbo:209913_C04_APP5201247	10.89084229	-10.22799711
Nigeria_Igbo:209913_C05_APP5201255	14.27689861	-10.37014693
Nigeria_Igbo:209913_C06_APP5201263	12.64994797	-11.40390573
Nigeria_Igbo:209913_D03_APP5201240	11.19848155	-9.429337063
Nigeria_Igbo:209913_D04_APP5201248	12.92321325	-8.480989799
Nigeria_Igbo:209913_D05_APP5201256	11.02949389	-10.29571566
Nigeria_Igbo:209913_D06_APP5201264	12.19735438	-9.227622202
Nigeria_Igbo:209913_E03_APP5201241	11.13477229	-10.74046817
Nigeria_Igbo:209913_E04_APP5201249	13.76618547	-9.243722655
Nigeria_Igbo:209913_E05_APP5201257	13.52948805	-9.252986357
Nigeria_Igbo:209913_E06_APP5201265	11.31311874	-10.70205643
Nigeria_Igbo:209913_F03_APP5201242	11.06463124	-9.021609077
Nigeria_Igbo:209913_F04_APP5201250	12.41249373	-8.091939086
Nigeria_Igbo:209913_F05_APP5201258	10.66951331	-9.365075306
Nigeria_Igbo:209913_F06_APP5201266	11.00130094	-9.728885364
Nigeria_Igbo:209913_G03_APP5201243	12.74764235	-10.58438658
Nigeria_Igbo:209913_G04_APP5201251	13.79210209	-10.11753002
Nigeria_Igbo:209913_G05_APP5201259	13.44049251	-8.97576675
Nigeria_Igbo:209913_G06_APP5201267	9.491555961	-9.911513409
Nigeria_Igbo:209913_H03_APP5201244	10.32255053	-8.783302067
Nigeria_Igbo:209913_H05_APP5201260	10.91487402	-9.071999921
Nigeria_Igbo:209913_H06_APP5201268	11.87210959	-7.899373296
Chad_Daza:DAZ1	3.151279543	13.47508067
Chad_Daza:DAZ3	2.870240875	13.08333603
Chad_Daza:DAZ6	2.822204958	11.58656462
Chad_Daza:DAZ7	3.575265968	10.39887764
Chad_Daza:DAZ11	3.028119768	13.80473723
Chad_Daza:DAZ13	2.70525482	13.45160029
Chad_Daza:DAZ15	2.430355108	11.12360417
Chad_Daza:DAZ18	2.530793313	11.8886384
Chad_Daza:Daz20	3.370690382	13.8998495
Chad_Daza:DAZ22	2.596017981	12.73487636
Chad_Daza:DAZ23	2.293477548	10.82012865
Chad_Daza:DAZ24	2.522443055	11.94442138
Chad_Daza:DAZ25	2.787323278	10.61675969
Chad_Daza:DAZ28	2.298810836	11.50272386
Chad_Daza:DAZ31	2.396141143	10.66519275
Chad_Daza:Daz36	7.429186205	8.687418673
Chad_Daza:Daz37	2.285768656	11.61938032
Chad_Daza:Daz40	3.447932421	10.17559072
Chad_Kanembu:Kane51	4.088465253	9.287286129
Chad_Kanembu:Kane52	3.992215554	9.229689545
Chad_Kanembu:Kane54	-7.565729587	4.718353143
Chad_Kanembu:Kane101	4.437290734	9.009150522
Chad_Laal:yemcha6089630	6.268797514	0.979620499
Chad_Laal:yemcha6089631	7.098613665	4.946607121
Chad_Laal:yemcha6089638	7.111776881	4.390768864
Chad_Laal:yemcha6089639	7.5083918	4.530130461
Chad_Laal:yemcha6089646	5.733086878	1.345014675
Chad_Laal:yemcha6089647	7.234488259	4.881501677
Chad_Laal:yemcha6089654	7.708341576	5.229724808
Chad_Laal:yemcha6089655	7.370602502	5.123933267
Chad_Laal:yemcha6089662	7.813306738	4.461009222
Chad_Laal:yemcha6089663	6.801566454	4.294097105
Chad_Laal:yemcha6089671	6.262026273	2.11736516
Chad_Laal:yemcha6089677	7.01641058	4.150470277
Chad_Laal:yemcha6089678	7.046890567	4.928376786
Chad_Laal:yemcha6089679	7.064684419	4.070959517
Chad_Laal:yemcha6089685	7.120714829	4.753965419
Chad_Laal:yemcha6089686	7.162777216	4.508381037
Chad_Laal:yemcha6089687	7.461944465	4.579827404
Chad_Laal:yemcha6089693	6.905099155	5.238647764
Chad_Laal:yemcha6089694	7.117577829	5.092766976
Chad_Laal:yemcha6089695	6.540214319	4.1032621
Chad_Laal:yemcha6089701	7.186142949	4.744619022
Chad_Laal:yemcha6089771	5.560278134	1.974541909
Chad_Laal:yemcha6089779	6.909847178	4.494619656
Chad_Sara:yemcha6089632	6.543545978	2.083778563
Chad_Sara:yemcha6089633	4.13398842	0.817564504
Chad_Sara:yemcha6089634	6.140953042	0.438885157
Chad_Sara:yemcha6089635	6.129061341	1.470284535
Chad_Sara:yemcha6089640	6.907807631	4.059662092
Chad_Sara:yemcha6089641	5.579131851	0.512989097
Chad_Sara:yemcha6089642	4.824401098	0.847281964
Chad_Sara:yemcha6089643	4.953444134	0.430563324
Chad_Sara:yemcha6089648	6.449312928	3.212023326
Chad_Sara:yemcha6089649	5.450379943	0.201956459
Chad_Sara:yemcha6089651	6.184027227	-0.028120355
Chad_Sara:yemcha6089656	5.061247691	-0.170653367
Chad_Sara:yemcha6089657	5.253133346	0.926290664
Chad_Sara:yemcha6089658	6.332137429	0.390447884
Chad_Sara:yemcha6089659	5.229741594	1.288521758
Chad_Sara:yemcha6089664	4.409708068	0.977024651
Chad_Sara:yemcha6089665	4.76391844	1.494013468
Chad_Sara:yemcha6089666	6.048815253	0.225641921
Chad_Sara:yemcha6089667	5.579143281	-0.036117607
Chad_Sara:yemcha6089672	4.616050854	0.721757135
Chad_Sara:yemcha6089673	6.517541787	0.836944525
Chad_Sara:yemcha6089674	4.490961976	0.269533493
Chad_Sara:yemcha6089675	5.202366541	0.012560752
Chad_Sara:yemcha6089680	6.463845942	1.250447464
Chad_Sara:yemcha6089681	6.393560354	0.971629778
Chad_Sara:yemcha6089682	5.019733248	0.632049315
Chad_Sara:yemcha6089683	4.812317638	1.063851056
Chad_Sara:yemcha6089688	5.192567141	1.588623468
Chad_Sara:yemcha6089689	6.640472451	1.434132883
Chad_Sara:yemcha6089690	6.479446917	1.742517938
Chad_Sara:yemcha6089691	4.828683526	-0.087490442
Chad_Sara:yemcha6089696	5.408592358	1.309269063
Chad_Sara:yemcha6089697	4.709349967	-0.177166327
Chad_Sara:yemcha6089698	5.430674173	-0.103278887
Chad_Sara:yemcha6089699	5.763106036	-0.057530792
Chad_Sara:yemcha6089703	6.601179717	2.772439093
Chad_Sara:yemcha6089704	6.041704953	-0.344204617
Chad_Sara:yemcha6089705	4.750372605	0.375147712
Chad_Sara:yemcha6089706	5.150498794	1.647133791
Chad_Sara:yemcha6089707	4.255073045	0.240768941
Chad_Sara:yemcha6089711	6.832202745	3.434353239
Chad_Sara:yemcha6089712	4.576761321	0.010577027
Chad_Sara:yemcha6089713	7.259650675	4.30611957
Chad_Sara:yemcha6089714	5.33177093	-0.451220842
Chad_Sara:yemcha6089715	4.346687797	0.99508121
Chad_Sara:yemcha6089719	4.480487482	-0.110400562
Chad_Sara:yemcha6089720	4.71467874	-0.019683024
Chad_Sara:yemcha6089721	4.378655944	1.041133484
Chad_Sara:yemcha6089722	4.483411924	-0.085207918
Chad_Sara:yemcha6089723	4.271583114	0.306135672
Chad_Sara:yemcha6089724	5.302382499	0.242209012
Chad_Sara:yemcha6089732	5.60141659	-0.388931845
Chad_Sara:yemcha6089740	4.275579264	0.622011474
Chad_Sara:yemcha6089748	5.776754639	0.682746044
Chad_Sara:yemcha6089756	5.641053043	2.0145234
Chad_Sara:yemcha6089764	5.257002644	1.593980973
Chad_Sara:yemcha6089772	5.969283965	2.272047599
Chad_Sara:yemcha6089780	4.930534695	1.18830187
Chad_Sara:yemcha6089787	7.52638122	4.220910652
Chad_Sara:yemcha6089788	4.583065178	1.175768068
Chad_Sara:yemcha6089795	6.597395211	3.730953371
Chad_Sara:yemcha6089796	5.279568811	0.823245847
Chad_Toubou:yemcha6089730	6.329548779	14.51415118
Chad_Toubou:yemcha6089731	5.711122335	14.71893697
Chad_Toubou:yemcha6089738	3.567753689	9.364855597
Chad_Toubou:yemcha6089739	6.216912044	14.90255508
Chad_Toubou:yemcha6089745	3.148407758	14.03477335
Chad_Toubou:yemcha6089746	5.697002551	14.95577549
Chad_Toubou:yemcha6089747	3.625100592	10.01489012
Chad_Toubou:yemcha6089753	5.924830845	14.57762778
Chad_Toubou:yemcha6089754	3.309951617	10.13193134
Chad_Toubou:yemcha6089755	5.306803655	14.78596658
Chad_Toubou:yemcha6089762	5.288345007	14.46395014
Chad_Toubou:yemcha6089763	4.627346566	14.35925248
Chad_Toubou:yemcha6089769	3.430265163	9.602897637
Chad_Toubou:yemcha6089770	5.463882694	14.93234673
Chad_Toubou:yemcha6089777	6.141947048	15.12957356
Chad_Toubou:yemcha6089778	5.819427947	15.14878903
Chad_Toubou:yemcha6089785	4.906002878	14.50242534
Chad_Toubou:yemcha6089786	5.20585035	14.70144813
Chad_Toubou:yemcha6089793	3.377023005	8.618891798
Chad_Toubou:yemcha6089794	6.501427083	14.70625362
Chad_Toubou:yemcha6089801	2.96708323	10.56529638
Chad_Toubou:yemcha6089802	3.486659879	8.98321782
Chad_Toubou:yemcha6089809	5.442289568	14.9120185
Chad_Toubou:yemcha6089810	3.158851333	10.40645645
Chad_Toubou:yemcha6089817	4.420881629	14.23168584
Chad_Toubou:yemcha6089818	2.952293127	11.86682421
Chad_Toubou:yemcha6089821	2.849056519	11.0979668
Chad_Toubou:yemcha6089823	3.997644782	14.16492737
Chad_Toubou:yemcha6089825	2.841542356	13.57732038
Chad_Toubou:yemcha6089826	7.09153033	14.62931706
Chad_Toubou:yemcha6089830	2.871724889	12.97644906
Chad_Toubou:yemcha6089831	2.305753661	11.13992555
Chad_Toubou:yemcha6089832	4.76875999	14.61302553
Chad_Toubou:yemcha6089834	4.858293449	14.87995815
Chad_Toubou:yemcha6089839	5.47889855	15.13319796
Chad_Toubou:yemcha6089840	5.283549649	15.13202112
Chad_Toubou:yemcha6089841	3.378677265	11.23574135
Chad_Toubou:yemcha6089842	5.037285983	15.09778367
Chad_Toubou:yemcha6089844	4.966178323	14.67966103
Chad_Toubou:yemcha6089848	6.633757904	15.02052737
Chad_Toubou:yemcha6089849	4.706655478	14.45430552
Chad_Toubou:yemcha6089852	7.016772476	14.69234423
Chad_Toubou:yemcha6089854	4.634292964	14.19599653
Chad_Toubou:yemcha6089856	2.127101054	12.04958652
Chad_Toubou:yemcha6089857	2.780240988	13.48274889
Chad_Toubou:yemcha6089860	2.581177379	13.20873359
Chad_Toubou:yemcha6089861	2.527817107	10.95042477
Chad_Toubou:yemcha6089862	4.836399452	14.68721206
Chad_Toubou:yemcha6089863	3.846601734	9.461623065
Chad_Toubou:yemcha6089864	6.712700424	15.03112523
Chad_Toubou:yemcha6089865	5.461452636	14.37158772
Chad_Toubou:yemcha6089868	2.773066328	12.40857061
Chad_Toubou:yemcha6089870	2.841687465	13.55432374
Chad_Toubou:yemcha6089871	3.473125005	10.07432504
Chad_Toubou:yemcha6089872	3.484786922	9.573325519
Chad_Toubou:yemcha6089873	5.743427452	15.21021645
Chad_Toubou:yemcha6089876	2.413061609	12.22616258
Chad_Toubou:yemcha6089878	3.316321831	14.12268147
Chad_Toubou:yemcha6089880	3.988926854	14.44745371
Chad_Toubou:yemcha6089881	6.804776421	14.2571531
Chad_Toubou:yemcha6089884	2.984859884	13.78290697
Chad_Toubou:yemcha6089887	3.384877832	14.01637269
Chad_Toubou:yemcha6089889	6.352775559	14.10647343
Chad_Toubou:yemcha6089895	3.563104653	14.41453209
Chad_Toubou:yemcha6089897	6.705837797	14.51981953
Chad_Toubou:yemcha6089900	2.391653471	11.63989435
Chad_Toubou:yemcha6089910	6.935387941	14.6873857
Chad_Toubou:yemcha6089912	2.925583578	11.31574945
Chad_Toubou:yemcha6089913	5.719866607	14.40608506
Sudan_Daju:DAJ02	7.739302788	7.23750565
Sudan_Daju:DAJ04	7.895584564	7.146627093
Sudan_Daju:DAJ05	9.049278033	6.445959546
Sudan_Daju:DAJ11	9.86757261	6.265681587
Sudan_Daju:DAJ14	9.05119129	7.515184821
Sudan_Daju:DAJ17	8.654884678	6.722467883
Sudan_Daju:DAJ18	8.780001033	7.110082934
Sudan_Daju:DAJ20	8.22017344	6.963870591
Sudan_Daju:DAJ21	8.689844191	7.324187953
Sudan_Daju:DAJ24	9.04194634	7.380564643
Sudan_Daju:DAJ25	9.121411362	7.435524615
Sudan_Daju:DAJ26	9.121182102	6.787861383
Sudan_Daju:DAJ28	8.802167752	6.811850441
Sudan_Daju:DAJ31	8.194533219	6.27802635
Sudan_Daju:DAJ32	8.813683641	6.918164042
Sudan_Daju:DAJ37	8.099667006	7.165005718
Sudan_Daju:DAJ38	7.789100742	7.837354687
Sudan_Daju:DAJ44	9.118443813	7.538997253
Sudan_Daju:DAJ47	8.746745751	7.023987136
Sudan_NubaKoalib:KAW051	10.67007503	6.968973447
Sudan_NubaKoalib:KAW054	10.42682468	5.998458778
Sudan_NubaKoalib:KAW055	11.08207624	6.541221354
Sudan_NubaKoalib:KAW058	10.42465911	6.579875643
Sudan_NubaKoalib:KAW062	10.31926041	5.879801985
Sudan_NubaKoalib:KAW063	10.80510106	5.953930527
Sudan_NubaKoalib:KAW065	11.2960447	6.316694294
Sudan_NubaKoalib:KAW067	10.37344308	6.112250765
Sudan_NubaKoalib:KAW068	10.89774169	7.007513542
Sudan_NubaKoalib:KAW069	11.36454089	6.550064615
Sudan_NubaKoalib:KAW072	10.90479864	6.885649199
Sudan_NubaKoalib:KAW074	11.44568776	6.490366324
Sudan_NubaKoalib:KAW075	10.03659166	6.171419338
Sudan_NubaKoalib:KAW078	11.09878439	6.065471181
Sudan_NubaKoalib:KAW084	10.17113077	6.109581273
Sudan_NubaKoalib:KAW088	10.67397271	6.292325862
Sudan_NubaKoalib:KAW090	11.18103406	6.638053888
Sudan_NubaKoalib:KAW53	10.99625852	6.744020673
Sudan_NubaKoalib:KAW59	11.52795668	6.917941838
Sudan_NubaKoalib:KAW61	10.79841138	6.147948484
Sudan_NubaKoalib:KAW66	10.7893088	6.943298039
Sudan_NubaKoalib:KAW73	10.93825278	7.151868862
Sudan_NubaKoalib:KAW79	11.14863423	7.024621944
Sudan_NubaKoalib:KAW80	11.19764774	6.933143502
Sudan_Nubian:Nub52	18.92169558	0.377578989
Sudan_Nubian:Nub55	19.24088029	0.058981907
Sudan_Nubian:Nub57	19.12561818	0.17329101
Sudan_Nubian:Nub62	19.0369195	0.26270972
Sudan_Nubian:Nub67	19.05746002	0.242456802
Sudan_Nubian:Nub75	18.67156048	0.628013558
Sudan_Nubian:Nub78	19.08660992	0.213314187
Sudan_Nubian:Nub81	18.79879662	0.501076823
Sudan_Nubian:Nub83	19.35638982	-0.056077876
Sudan_Nubian:Nub87	19.11736979	0.182408495
Sudan_Nubian:Nub91	19.29079995	0.00905878
Sudan_Nubian:Nub93	18.89854542	0.40153797
Sudan_Nubian:Nub95	18.86918374	0.430804426
Sudan_Nubian:Nub99	19.26810003	0.031326032
Sudan_Zaghawa:ZGW01	7.928053922	8.605717992
Sudan_Zaghawa:ZGW02	7.56449474	7.73516338
Sudan_Zaghawa:ZGW05	7.741338909	9.022516727
Sudan_Zaghawa:ZGW11	7.85115747	9.032967587
Sudan_Zaghawa:ZGW18	7.925729661	8.891617659
Sudan_Zaghawa:ZGW20	7.891452803	9.327827999
Sudan_Zaghawa:ZGW22	7.844109631	9.228385986
Sudan_Zaghawa:ZGW24	7.785998946	9.493461067
Sudan_Zaghawa:ZGW26	7.364440027	8.319682453
Sudan_Zaghawa:ZGW28	7.946781361	9.204659025
