1,WGS_Ghana_Akan,black,square_dot,violet,6.400000,-3.200000,diamond,#006837
1,WGS_Ghana_Wali,black,triangle_dot,violet,10.000000,-2.500000,inverted_triangle,#78C679
1,WGS_Cameroon_Fali,black,circle_dot,violet,9.300000,13.380000,square,#ADDD8E
2,WGS_Niger_Songhai,black,hex_dot,violet,17.360000,7.410000,circle_x,#41AB5D
2,WGS_Chad_Massa,black,square_dot,violet,11.350000,15.570000,square_cross,#BF812D
1,WGS_Ethiopia_Agew,black,triangle_dot,violet,11.800000,38.800000,diamond_cross,#DFC27D
1,WGS_Ethiopia_Amhara,black,circle_dot,violet,11.600000,37.400000,asterisk,#8C510A
1,WGS_Eritrea_Saho,black,hex_dot,violet,14.310000,40.980000,square,#8C510A
1,WGS_Eritrea_Tigray,black,square_dot,violet,14.570000,39.200000,circle_cross,#543005
1,WGS_Morocco_Berbers,black,triangle_dot,violet,29.950000,-9.130000,diamond,#969696
3,WGS_Morocco_Moroccan,black,circle_dot,violet,33.000000,-5.700000,inverted_triangle,#525252
3,WGS_Italy_Italian,black,hex_dot,violet,42.000000,12.400000,circle,#737373
3,WGS_Senegal_Fulani,black,circle_dot,#3B9AB2,14.200000,-14.700000,circle,#3B9AB2
1,WGS_Guinea_Fulani,black,hex_dot,#74B5C3,11.300000,-12.300000,diamond,#74B5C3
2,WGS_BurkinaFaso_Fulani,black,square_dot,#A7BF85,12.200000,-2.140000,square_x,#A7BF85
5,WGS_Ghana_Fulani,black,triangle_dot,#8CBAA9,10.600000,-1.100000,inverted_triangle,#8CBAA9
1,WGS_Benin_Fulani,black,circle_dot,#DDC93C,11.300000,2.500000,circle_x,#DDC93C
4,WGS_Nigeria_Fulani,black,hex_dot,#E7C11B,12.190000,8.880000,square_cross,#E7C11B
3,WGS_Cameroon_Fulani,black,square_dot,#E58300,12.100000,14.800000,circle,#E58300
3,WGS_Niger_Fulani,black,triangle_dot,#E2B407,14.040000,11.980000,square,#E2B407
1,WGS_Chad_Fulani,black,circle_dot,#F21A00,12.700000,15.000000,circle,#F21A00
