Senegal_Fulani_Linguere,18,-15.114766,15.395579,0.3248,0.4149,0.1238,0.0376,0.0116,0.044,0.0433
IvoryCoast_Ahizi,18,-4.6164,5.2504,0.0007,0.2045,0.7749,0.0025,0.0154,0.0004,0.0016
Chad_Daza,18,21.8418,18.6389,0.0144,0.0089,0.0094,0.6993,0.1301,0.0049,0.133
BurkinaFaso_Mossi,17,-1.34,12.59,0.0206,0.23,0.7047,0.039,0.0038,0.0013,0.0006
Mali_Fulani_InnerDelta,16,-4.497783,14.630433,0.4597,0.2353,0.1569,0.0335,0.0085,0.0478,0.0583
Mauritania_Fulani_Assaba,16,-12.676359,16.247803,0.3501,0.3749,0.1395,0.0345,0.0121,0.0408,0.0481
BurkinaFaso_Gurunsi,16,-1.14,11.17,0.0131,0.2032,0.7418,0.0368,0.0048,0.0001,0.0002
IvoryCoast_Yacouba,16,-8.0706,7.7582,0.001,0.2693,0.7098,0.0006,0.0182,0.0008,0.0004
Morocco_BerberAsni,15,-7.9859,31.2427,0.21,0.0046,0.0067,0.097,0.0004,0.2167,0.4645
BurkinaFaso_Gurmantche,15,0.72,11.24,0.0154,0.198,0.7405,0.0343,0.0098,0.0003,0.0016
Mali_Bwa,15,-4.5913,13.2872,0.0131,0.2577,0.6879,0.0367,0.0037,0.0007,0.0002
Sudan_Nubian,14,30.48,20.79,0.0035,0.0007,0,0.2022,0.2609,0.093,0.4398
Niger_Fulani_Diffa,13,12.613102,13.313756,0.5729,0.1321,0.1107,0.0513,0.0274,0.046,0.0595
Morocco_BerberBouhria,10,-2.3544,34.7388,0.15,0.0106,0.0271,0.0837,0.001,0.2975,0.4302
Morocco_BerberFiguig,9,-1.2322,32.1102,0.1871,0.0016,0.0032,0.094,0,0.2658,0.4481
Chad_Kanembu,4,15.2952,14.4493,0.0578,0.1202,0.2448,0.356,0.1592,0.0108,0.0512
