Population,Ind,F_ROH,Mean_ROH_size,Sum_short_ROH,Sum_long_ROH,Total_length_ROH,class_1_ROH,class_2_ROH,class_3_ROH,class_4_ROH,class_5_ROH,class_6_ROH,class_7_ROH
Nigeria_Igbo,202733_B09_APP5201082,0.000686172,2.058516,116.518814,2.058516,0.001,54.519032,48.082024,13.917758,2.058516,NA,NA,NA
Nigeria_Igbo,202733_B10_APP5201090,0.003972086,2.97906475,108.559752,11.916259,0.004,49.356692,42.641487,19.927735,3.65571,4.894387,NA,NA
Nigeria_Igbo,202733_B11_APP5201098,0.000580909,1.742728,121.009621,1.742728,0.001,57.724087,49.905825,15.122437,NA,NA,NA,NA
Nigeria_Igbo,202733_B12_APP5201107,0.002736374,2.736374333,126.652318,8.209123,0.003,59.215261,54.878256,16.1838,NA,4.584124,NA,NA
Nigeria_Igbo,202733_C03_APP5201032,0.001593148,1.593147667,115.025844,4.779443,0.003,54.685883,47.171498,17.947906,NA,NA,NA,NA
Nigeria_Igbo,202733_C09_APP5201083,0.003089693,2.31726975,135.338888,9.269079,0.004,66.789426,52.660616,15.888846,9.269079,NA,NA,NA
Nigeria_Igbo,202733_C10_APP5201091,0.014304302,7.152151167,116.432615,42.912907,0.006,58.765016,45.440422,15.48619,5.187412,5.280144,NA,NA
Nigeria_Igbo,202733_C11_APP5201099,0.000591687,1.775061,127.055384,1.775061,0.001,61.236047,47.213507,20.380891,NA,NA,NA,NA
Nigeria_Igbo,202733_C12_APP5201108,0.005371133,4.0283495,127.767031,16.113398,0.004,56.016262,56.148298,19.016421,NA,4.272105,8.427343,NA
Nigeria_Igbo,202733_D09_APP5201084,0.00407359,2.036795167,116.14036,12.220771,0.006,62.892445,37.152368,21.065258,7.25106,NA,NA,NA
Nigeria_Igbo,202733_D10_APP5201092,0.002693799,2.0203495,122.448942,8.081398,0.004,59.214766,52.578006,14.007963,4.729605,NA,NA,NA
Nigeria_Igbo,202733_D11_APP5201100,0.002350349,1.762762,111.836716,7.051048,0.004,57.402499,43.099943,16.269069,2.116253,NA,NA,NA
Nigeria_Igbo,202733_D12_APP5201109,0.003118155,2.338616,114.051713,9.354464,0.004,59.774425,47.202996,10.632291,5.796465,NA,NA,NA
Nigeria_Igbo,202733_E03_APP5201035,0.00602413,2.259048625,97.31554,18.072389,0.008,53.578562,38.913071,12.973555,5.04147,4.881271,NA,NA
Nigeria_Igbo,202733_E10_APP5201093,0.00663471,3.317354833,115.151244,19.904129,0.006,58.990155,46.076459,13.363605,9.991409,NA,6.633745,NA
Nigeria_Igbo,202733_E11_APP5201101,0.005460832,2.730416167,104.4624,16.382497,0.006,53.807195,37.052506,18.705705,5.519191,5.7603,NA,NA
Nigeria_Igbo,202733_E12_APP5201110,0.001845831,2.768747,117.780764,5.537494,0.002,49.119704,52.256807,16.404253,5.537494,NA,NA,NA
Nigeria_Igbo,202733_F03_APP5201036,0.002968407,2.22630525,137.966295,8.905221,0.004,64.247479,52.670357,26.125634,3.828046,NA,NA,NA
Nigeria_Igbo,202733_F08_APP5201078,0.00655146,2.4567975,110.626129,19.65438,0.008,50.370618,48.743465,18.461373,8.544339,4.160714,NA,NA
Nigeria_Igbo,202733_F09_APP5201086,0.002744027,2.05802,123.215054,8.23208,0.004,58.112557,48.122655,20.592101,4.619821,NA,NA,NA
Nigeria_Igbo,202733_F10_APP5201094,0.008256027,4.9536164,113.945345,24.768082,0.005,52.684699,44.513391,18.347701,10.564994,NA,NA,12.602642
Nigeria_Igbo,202733_F11_APP5201102,0.001614381,2.4215715,118.195838,4.843143,0.002,59.403953,44.881157,15.847948,2.905923,NA,NA,NA
Nigeria_Igbo,202733_F12_APP5201111,0.00421629,2.5297742,117.424961,12.648871,0.005,52.273199,55.091364,11.926978,10.782291,NA,NA,NA
Nigeria_Igbo,202733_G03_APP5201037,0.002703846,2.0278845,124.380202,8.111538,0.004,53.251959,52.8172,23.31313,3.109451,NA,NA,NA
Nigeria_Igbo,202733_G08_APP5201079,0.005736944,3.4421666,110.653699,17.210833,0.005,53.900269,45.191645,16.392058,2.171734,NA,NA,10.208826
Nigeria_Igbo,202733_G09_APP5201087,0.003127267,2.3454505,108.630559,9.381802,0.004,53.38539,44.288712,14.03896,2.118055,4.181244,NA,NA
Nigeria_Igbo,202733_G10_APP5201095,0.004656632,3.49247425,117.874086,13.969897,0.004,58.497182,46.723768,16.565149,2.134893,NA,7.922991,NA
Nigeria_Igbo,202733_G11_APP5201103,0.009162372,3.926731,122.57999,27.487117,0.007,56.785594,52.741582,16.515415,7.761145,4.292781,NA,11.97059
Nigeria_Igbo,202733_G12_APP5201112,0.004974821,2.9848928,113.266266,14.924464,0.005,53.515309,47.661857,17.008366,2.545995,NA,7.459203,NA
Nigeria_Igbo,202733_H03_APP5201038,0.009833523,3.687571125,118.311358,29.500569,0.008,59.361874,51.137509,12.899414,6.560725,4.3077,NA,13.544705
Nigeria_Igbo,202733_H10_APP5201096,0.00688355,2.950092857,116.654737,20.65065,0.007,62.873054,43.641388,20.589068,NA,NA,NA,10.201877
Nigeria_Igbo,202733_H11_APP5201104,0.005028962,2.514481,109.011273,15.086886,0.006,56.344931,42.88647,13.625665,7.214584,4.026509,NA,NA
Nigeria_Igbo,202733_H12_APP5201113,0.004657683,1.996149857,118.790484,13.973049,0.007,52.736431,52.830231,20.353634,6.843237,NA,NA,NA
Nigeria_Igbo,209903_A01_APP5201114,0.006430726,6.430726333,120.437271,19.292179,0.003,58.70051,53.925507,7.811254,2.980108,5.686427,NA,10.625644
Nigeria_Igbo,209903_A02_APP5201123,0.004965009,2.9790052,94.983099,14.895026,0.005,52.757953,36.510313,7.47645,6.245557,NA,6.887852,NA
Nigeria_Igbo,209903_A03_APP5201131,0.001734925,1.734925,120.451216,5.204775,0.003,60.723547,46.122691,18.809753,NA,NA,NA,NA
Nigeria_Igbo,209903_A04_APP5201139,0.005807899,3.4847394,110.957235,17.423697,0.005,52.074199,45.573525,18.145889,3.608022,NA,8.979297,NA
Nigeria_Igbo,209903_B01_APP5201115,0.003596952,2.1581712,93.749327,10.790856,0.005,44.136611,34.991135,20.085692,5.326745,NA,NA,NA
Nigeria_Igbo,209903_B03_APP5201132,0.004983474,2.491737,89.395428,14.950422,0.006,47.985867,32.284332,10.913022,13.162629,NA,NA,NA
Nigeria_Igbo,209903_B04_APP5201140,0.001967337,1.967337,134.596024,5.902011,0.003,59.296576,60.714009,18.139276,2.348174,NA,NA,NA
Nigeria_Igbo,209903_B06_APP5201157,0.004922946,2.461472833,105.256343,14.768837,0.006,55.972652,37.777129,16.733047,4.299668,5.242684,NA,NA
Nigeria_Igbo,209903_C01_APP5201116,0.004742701,2.371350333,116.51313,14.228102,0.006,58.304908,49.059603,14.188466,5.053845,4.13441,NA,NA
Nigeria_Igbo,209903_C02_APP5201125,0.001688416,2.5326245,106.357321,5.065249,0.002,58.14975,41.153793,8.647027,3.472,NA,NA,NA
Nigeria_Igbo,209903_C03_APP5201133,0.019804527,8.487654286,113.654019,59.41358,0.007,51.643308,50.33242,16.993604,NA,5.08063,NA,14.954919
Nigeria_Igbo,209903_C04_APP5201141,0.004008503,2.405102,110.54051,12.02551,0.005,52.576791,49.697185,11.32222,8.969824,NA,NA,NA
Nigeria_Igbo,209903_C06_APP5201158,0.001184114,1.7761715,114.406062,3.552343,0.002,54.066099,47.785414,16.106892,NA,NA,NA,NA
Nigeria_Igbo,209903_D01_APP5201117,0.001606221,1.606221,108.474389,4.818663,0.003,55.680219,41.832049,15.780784,NA,NA,NA,NA
Nigeria_Igbo,209903_D02_APP5201126,0.005156823,3.8676175,113.846728,15.47047,0.004,51.916645,51.723806,13.770583,3.906785,NA,7.999379,NA
Nigeria_Igbo,209903_D03_APP5201134,0.002392995,2.392995333,114.033996,7.178986,0.003,50.858845,50.742845,14.273874,5.337418,NA,NA,NA
Nigeria_Igbo,209903_E01_APP5201118,0.014717071,4.4151214,102.64653,44.151214,0.01,56.940772,41.000111,13.362572,9.320802,NA,NA,NA
Nigeria_Igbo,209903_E02_APP5201127,0.000703931,2.111792,114.625047,2.111792,0.001,56.095799,46.525325,12.003923,2.111792,NA,NA,NA
Nigeria_Igbo,209903_E03_APP5201135,0.003148289,1.8889734,96.946703,9.444867,0.005,51.702761,38.559279,13.206555,2.922975,NA,NA,NA
Nigeria_Igbo,209903_F01_APP5201119,0.001808307,1.808307333,112.498459,5.424922,0.003,61.850995,38.858734,17.213652,NA,NA,NA,NA
Nigeria_Igbo,209903_F02_APP5201128,0.00450876,1.932325857,120.693961,13.526281,0.007,56.749731,52.949503,19.517875,5.003133,NA,NA,NA
Nigeria_Igbo,209903_F03_APP5201136,0.004810536,1.803951,121.889313,14.431608,0.008,59.033108,45.980081,28.474188,2.833544,NA,NA,NA
Nigeria_Igbo,209903_G01_APP5201120,0.002745386,2.745386,110.011639,8.236158,0.003,57.994749,42.221787,11.462897,2.222113,4.346251,NA,NA
Nigeria_Igbo,209903_G02_APP5201129,0.001366501,2.049751,112.680203,4.099502,0.002,55.280127,39.461229,19.47779,2.560559,NA,NA,NA
Nigeria_Igbo,209903_G03_APP5201137,NA,NA,113.465649,NA,NA,50.213991,51.80129,11.450368,NA,NA,NA,NA
Nigeria_Igbo,209903_H01_APP5201122,0.003609728,2.70729625,117.607174,10.829185,0.004,56.824444,38.928467,25.057117,2.096484,5.529847,NA,NA
Nigeria_Igbo,209903_H02_APP5201130,0.004778177,2.8669062,120.697302,14.334531,0.005,54.060908,48.488989,21.658659,6.221467,4.60181,NA,NA
Nigeria_Igbo,209903_H03_APP5201138,0.002083572,2.083572333,97.905305,6.250717,0.003,53.734564,33.367788,12.379154,4.674516,NA,NA,NA
Nigeria_Igbo,209913_A03_APP5201237,0.010638058,3.546019333,113.787729,31.914174,0.009,53.145151,47.813416,21.680775,10.506366,NA,NA,12.556195
Nigeria_Igbo,209913_A04_APP5201245,0.003768073,2.82605475,112.784075,11.304219,0.004,54.337125,47.522061,14.393434,2.805052,5.030622,NA,NA
Nigeria_Igbo,209913_A05_APP5201253,0.004366519,2.183259333,108.784755,13.099556,0.006,50.242705,47.315124,16.184081,8.142401,NA,NA,NA
Nigeria_Igbo,209913_A06_APP5201261,0.006423588,3.8541528,107.252407,19.270764,0.005,58.552424,35.777183,16.065305,5.525156,NA,NA,10.603103
Nigeria_Igbo,209913_A07_APP5201269,0.001929439,1.929439,114.22445,5.788317,0.003,52.834465,49.206163,15.708348,2.263791,NA,NA,NA
Nigeria_Igbo,209913_B03_APP5201238,0.004351001,2.6106008,117.776573,13.053004,0.005,53.247272,50.350275,17.846275,9.385755,NA,NA,NA
Nigeria_Igbo,209913_B04_APP5201246,0.006149346,3.074673,112.711252,18.448038,0.006,57.345757,43.000072,17.582341,5.231136,NA,7.999984,NA
Nigeria_Igbo,209913_B05_APP5201254,0.004164533,2.082266667,115.08979,12.4936,0.006,51.574546,48.562543,18.076586,9.369715,NA,NA,NA
Nigeria_Igbo,209913_B06_APP5201262,0.001230003,1.845004,117.185478,3.690008,0.002,57.489524,49.568658,11.637154,2.18015,NA,NA,NA
Nigeria_Igbo,209913_C03_APP5201239,0.008510781,2.836927,96.154328,25.532343,0.009,49.35067,40.33419,12.063008,15.855184,4.083619,NA,NA
Nigeria_Igbo,209913_C04_APP5201247,0.004439994,3.3299955,101.593836,13.319982,0.004,43.022086,41.956738,18.229907,4.367352,NA,7.337735,NA
Nigeria_Igbo,209913_C05_APP5201255,0.014926047,7.463023667,112.548343,44.778142,0.006,50.945097,44.339625,18.907655,7.640253,NA,NA,NA
Nigeria_Igbo,209913_C06_APP5201263,0.001567498,1.567497667,121.174182,4.702493,0.003,61.12793,48.661157,16.087588,NA,NA,NA,NA
Nigeria_Igbo,209913_D03_APP5201240,0.001043421,3.130264,114.658944,3.130264,0.001,60.094566,46.988886,7.575492,3.130264,NA,NA,NA
Nigeria_Igbo,209913_D04_APP5201248,0.004472181,2.6833084,108.612019,13.416542,0.005,56.114969,47.409471,11.680058,NA,NA,6.824063,NA
Nigeria_Igbo,209913_D05_APP5201256,0.001623027,1.623027333,112.473191,4.869082,0.003,51.610897,47.735166,17.99621,NA,NA,NA,NA
Nigeria_Igbo,209913_D06_APP5201264,0.002585595,2.585595333,105.983775,7.756786,0.003,54.746598,40.290084,12.542849,6.16103,NA,NA,NA
Nigeria_Igbo,209913_E03_APP5201241,0.002425622,1.81921625,100.495948,7.276865,0.004,49.639451,43.727928,14.405434,NA,NA,NA,NA
Nigeria_Igbo,209913_E04_APP5201249,0.005157007,2.5785035,104.44646,15.471021,0.006,50.617877,40.565773,18.406302,5.241902,5.085627,NA,NA
Nigeria_Igbo,209913_E05_APP5201257,0.003300814,4.9512205,117.952593,9.902441,0.002,53.293919,46.565995,18.092679,2.602849,NA,7.299592,NA
Nigeria_Igbo,209913_E06_APP5201265,0.00124084,1.86126,100.506144,3.72252,0.002,51.190858,38.817114,14.220692,NA,NA,NA,NA
Nigeria_Igbo,209913_F03_APP5201242,0.013162774,9.8720805,110.783614,39.488322,0.004,55.454992,42.704128,14.302549,4.66829,NA,NA,NA
Nigeria_Igbo,209913_F04_APP5201250,0.004751591,2.036396286,118.486732,14.254774,0.007,50.197992,56.091131,20.643363,5.80902,NA,NA,NA
Nigeria_Igbo,209913_F05_APP5201258,0.004337274,3.25295575,105.412252,13.011823,0.004,45.926645,54.382411,6.944057,11.170962,NA,NA,NA
Nigeria_Igbo,209913_F06_APP5201266,0.000620989,1.862966,110.103106,1.862966,0.001,60.577428,45.685706,5.702938,NA,NA,NA,NA
Nigeria_Igbo,209913_G03_APP5201243,0.004786256,2.393128167,121.286125,14.358769,0.006,56.544643,50.645373,20.614557,2.473439,5.366882,NA,NA
Nigeria_Igbo,209913_G04_APP5201251,0.003139745,3.139745,96.88546,9.419235,0.003,47.572766,39.136044,13.485034,NA,NA,6.110851,NA
Nigeria_Igbo,209913_G05_APP5201259,0.001500943,2.251415,115.596856,4.50283,0.002,58.076292,45.766147,11.754417,4.50283,NA,NA,NA
Nigeria_Igbo,209913_G06_APP5201267,0.022299878,5.574969417,123.770141,66.899633,0.012,59.912904,53.213564,17.422897,9.268332,NA,8.452743,26.63371
Nigeria_Igbo,209913_H03_APP5201244,0.00210372,2.103720333,115.159413,6.311161,0.003,58.077337,38.761053,19.850964,4.78122,NA,NA,NA
Nigeria_Igbo,209913_H05_APP5201260,0.004895092,2.097896571,120.856565,14.685276,0.007,55.134068,51.513854,20.63141,8.262509,NA,NA,NA
Nigeria_Igbo,209913_H06_APP5201268,0.003627323,1.813661667,116.61151,10.88197,0.006,57.99318,50.696636,16.566998,2.236666,NA,NA,NA
Nigeria_YRI,NA18486,0.000614568,1.843704,110.906368,1.843704,0.001,52.229326,44.672624,15.848122,NA,NA,NA,NA
Nigeria_YRI,NA18488,0.001197782,1.7966735,113.373159,3.593347,0.002,47.697313,49.849506,19.419687,NA,NA,NA,NA
Nigeria_YRI,NA18489,0.002833021,2.833021333,117.744957,8.499064,0.003,53.664707,52.054684,12.025566,8.499064,NA,NA,NA
Nigeria_YRI,NA18498,0.001689946,1.689945667,117.160641,5.069837,0.003,50.383075,51.686535,20.160868,NA,NA,NA,NA
Nigeria_YRI,NA18499,NA,NA,116.700592,NA,NA,50.049047,53.596346,13.055199,NA,NA,NA,NA
Nigeria_YRI,NA18501,0.007323393,4.3940358,99.980919,21.970179,0.005,51.321917,45.280474,8.600423,2.292973,NA,NA,14.455311
Nigeria_YRI,NA18502,0.004459199,2.6755192,111.670772,13.377596,0.005,56.918224,38.957063,19.387565,5.446715,4.338801,NA,NA
Nigeria_YRI,NA18504,0.003001288,1.8007728,118.95223,9.003864,0.005,53.995168,51.085577,20.816686,2.058663,NA,NA,NA
Nigeria_YRI,NA18505,0.001418513,2.12777,112.158972,4.25554,0.002,54.787066,43.505334,15.669717,2.452395,NA,NA,NA
Nigeria_YRI,NA18507,0.001789763,1.789763,111.403352,5.369289,0.003,48.692003,49.498176,18.582462,NA,NA,NA,NA
Nigeria_YRI,NA18508,0.003240731,2.430548,100.730534,9.722192,0.004,57.798461,36.438008,9.780363,6.435894,NA,NA,NA
Nigeria_YRI,NA18510,0.004537668,2.268834,113.94567,13.613004,0.006,53.214311,55.107652,10.839906,8.396805,NA,NA,NA
Nigeria_YRI,NA18511,0.000767357,2.30207,106.055695,2.30207,0.001,50.592684,42.214488,13.248523,2.30207,NA,NA,NA
Nigeria_YRI,NA18516,0.002823019,2.117264,117.18485,8.469056,0.004,58.889635,51.261963,10.547338,4.95497,NA,NA,NA
Nigeria_YRI,NA18517,0.001249218,1.8738275,114.968567,3.747655,0.002,58.951479,43.80195,13.886269,2.076524,NA,NA,NA
Nigeria_YRI,NA18519,0.003417092,2.050255,109.549696,10.251275,0.005,58.673912,42.82522,14.620247,3.681592,NA,NA,NA
Nigeria_YRI,NA18520,NA,NA,117.79135,NA,NA,53.350481,56.319375,8.121494,NA,NA,NA,NA
Nigeria_YRI,NA18522,0.000725423,2.176268,122.280716,2.176268,0.001,66.520897,48.536275,7.223544,2.176268,NA,NA,NA
Nigeria_YRI,NA18523,0.002638524,2.638524333,108.916966,7.915573,0.003,62.610317,36.277756,11.841624,6.102842,NA,NA,NA
Nigeria_YRI,NA18853,0.000648438,1.945313,101.717388,1.945313,0.001,48.182567,44.796789,10.683345,NA,NA,NA,NA
Nigeria_YRI,NA18856,0.000523334,1.570002,123.114352,1.570002,0.001,57.958865,54.872429,11.85306,NA,NA,NA,NA
Nigeria_YRI,NA18858,0.003933564,2.3601384,122.301961,11.800692,0.005,56.155855,50.844704,20.371695,2.029275,4.701124,NA,NA
Nigeria_YRI,NA18861,0.000586553,1.759658,110.777118,1.759658,0.001,51.762695,42.134087,18.639994,NA,NA,NA,NA
Nigeria_YRI,NA18864,0.00409886,2.049429833,115.08916,12.296579,0.006,59.532668,45.904708,16.774553,5.17381,NA,NA,NA
Nigeria_YRI,NA18865,0.002386744,1.79005775,107.168816,7.160231,0.004,55.711536,45.351448,11.129076,2.136987,NA,NA,NA
Nigeria_YRI,NA18867,0.005507953,2.0654825,125.030269,16.52386,0.008,56.596291,55.015886,21.732811,8.209141,NA,NA,NA
Nigeria_YRI,NA18868,0.00105031,1.5754645,112.088396,3.150929,0.002,54.698287,42.649272,17.891766,NA,NA,NA,NA
Nigeria_YRI,NA18870,0.005998299,1.999432889,112.440028,17.994896,0.009,53.135261,48.39317,20.988487,7.918006,NA,NA,NA
Nigeria_YRI,NA18871,0.002785299,2.08897425,110.714791,8.355897,0.004,56.599665,49.303098,7.99011,5.177815,NA,NA,NA
Nigeria_YRI,NA18873,0.001795929,1.795929333,107.233436,5.387788,0.003,48.920173,52.692371,11.00868,NA,NA,NA,NA
Nigeria_YRI,NA18874,0.003597762,2.158657,98.4906,10.793285,0.005,45.61748,42.55,15.522755,5.59365,NA,NA,NA
Nigeria_YRI,NA18876,0.000585161,1.755484,120.631176,1.755484,0.001,53.709447,54.103031,14.574182,NA,NA,NA,NA
Nigeria_YRI,NA18877,0.003367888,2.0207328,126.842993,10.103664,0.005,68.572248,48.550335,14.796616,5.027458,NA,NA,NA
Nigeria_YRI,NA18878,0.002837481,2.128111,129.321608,8.512444,0.004,61.95221,54.549576,14.45703,6.875236,NA,NA,NA
Nigeria_YRI,NA18879,0.003482376,2.0894254,111.529127,10.447127,0.005,58.366696,49.34407,8.506114,5.759374,NA,NA,NA
Nigeria_YRI,NA18881,0.002292793,2.292792667,128.705742,6.878378,0.003,64.520131,52.418361,13.552614,5.093014,NA,NA,NA
Nigeria_YRI,NA18907,0.002741406,2.0560545,108.775863,8.224218,0.004,50.143899,42.308536,19.806228,4.741418,NA,NA,NA
Nigeria_YRI,NA18908,0.001120779,1.6811685,117.49988,3.362337,0.002,55.89339,46.314823,18.654004,NA,NA,NA,NA
Nigeria_YRI,NA18909,0.00145656,2.1848395,109.129053,4.369679,0.002,54.717408,49.549164,4.862481,4.369679,NA,NA,NA
Nigeria_YRI,NA18910,0.002479805,2.479805,124.859001,7.439415,0.003,57.663597,48.026641,22.623725,3.984453,NA,NA,NA
Nigeria_YRI,NA18912,0.00050478,1.514339,112.76142,1.514339,0.001,54.568357,46.586005,13.121397,NA,NA,NA,NA
Nigeria_YRI,NA18915,0.00176096,1.760959667,121.663096,5.282879,0.003,53.447105,59.194198,14.304672,NA,NA,NA,NA
Nigeria_YRI,NA18916,0.001797039,1.797039,109.017987,5.391117,0.003,52.898969,42.78662,16.386443,2.337072,NA,NA,NA
Nigeria_YRI,NA18917,NA,NA,112.482332,NA,NA,52.019934,44.056021,16.406377,NA,NA,NA,NA
Nigeria_YRI,NA18923,0.003676201,2.757151,119.884448,11.028604,0.004,49.707054,59.227652,12.672689,4.583922,4.721735,NA,NA
Nigeria_YRI,NA18924,0.001897855,1.897855333,116.628031,5.693566,0.003,58.751598,50.8747,12.695299,NA,NA,NA,NA
Nigeria_YRI,NA18933,0.002741649,2.741649333,117.587998,8.224948,0.003,50.013738,52.571084,15.003176,8.224948,NA,NA,NA
Nigeria_YRI,NA18934,0.003799992,1.899996167,118.578915,11.399977,0.006,56.620237,46.666031,24.130048,2.562576,NA,NA,NA
Nigeria_YRI,NA19092,0.002175952,2.175952,118.63046,6.527856,0.003,56.170964,52.02065,13.636863,3.329839,NA,NA,NA
Nigeria_YRI,NA19093,0.003892084,2.919063,115.02468,11.676252,0.004,59.535852,46.935056,11.944602,2.087011,NA,6.198411,NA
Nigeria_YRI,NA19095,0.005679964,2.1299865,117.693518,17.039892,0.008,60.539499,43.054593,21.1567,9.982618,NA,NA,NA
Nigeria_YRI,NA19096,0.00797234,3.416717286,108.408873,23.917021,0.007,58.146112,45.919829,14.512791,NA,NA,NA,13.747162
Nigeria_YRI,NA19098,0.003699397,1.8496985,110.240743,11.098191,0.006,59.906497,41.038776,17.799769,2.593892,NA,NA,NA
Nigeria_YRI,NA19099,0.003853792,2.312275,116.496496,11.561375,0.005,58.492326,42.05229,19.385134,8.128121,NA,NA,NA
Nigeria_YRI,NA19102,0.002530362,1.89777175,118.688917,7.591087,0.004,63.909533,43.995405,16.143056,2.23201,NA,NA,NA
Nigeria_YRI,NA19107,0.005130006,1.92375225,120.674023,15.390018,0.008,58.868791,47.151331,22.731999,7.31192,NA,NA,NA
Nigeria_YRI,NA19108,0.001918966,1.918966,115.388303,5.756898,0.003,55.471539,44.88103,18.403098,2.389534,NA,NA,NA
Nigeria_YRI,NA19113,0.01116714,4.785917143,117.872419,33.50142,0.007,57.436245,44.060652,19.753326,8.394974,NA,9.339281,12.389361
Nigeria_YRI,NA19114,0.003882577,1.9412885,122.210335,11.647731,0.006,58.16987,48.349409,20.92188,6.416907,NA,NA,NA
Nigeria_YRI,NA19116,0.00120091,1.8013645,115.323306,3.602729,0.002,59.461229,43.093306,16.3715,NA,NA,NA,NA
Nigeria_YRI,NA19117,0.001655306,1.655305667,109.010843,4.965917,0.003,59.466063,41.372301,13.138396,NA,NA,NA,NA
Nigeria_YRI,NA19118,0.002234461,1.675846,108.881006,6.703384,0.004,57.592354,43.817216,14.17482,NA,NA,NA,NA
Nigeria_YRI,NA19119,0.003043747,1.8262482,120.782843,9.131241,0.005,61.085499,45.392055,20.983224,2.453306,NA,NA,NA
Nigeria_YRI,NA19121,0.00254878,1.91158525,108.353498,7.646341,0.004,51.161257,44.735213,15.938502,4.164867,NA,NA,NA
Nigeria_YRI,NA19129,0.00183185,2.7477755,124.96004,5.495551,0.002,53.365918,54.240093,19.035867,3.813713,NA,NA,NA
Nigeria_YRI,NA19130,NA,NA,117.699521,NA,NA,58.045617,43.550379,16.103525,NA,NA,NA,NA
Nigeria_YRI,NA19131,0.000598971,1.796914,114.418762,1.796914,0.001,62.277772,41.606044,12.33186,NA,NA,NA,NA
Nigeria_YRI,NA19137,0.002635771,2.635771333,118.072264,7.907314,0.003,59.951011,40.529054,19.354632,6.144881,NA,NA,NA
Nigeria_YRI,NA19138,0.005029837,3.0179024,128.208758,15.089512,0.005,57.470924,60.922713,13.265852,5.254616,NA,6.384165,NA
Nigeria_YRI,NA19141,0.007733424,1.933356083,127.383557,23.200273,0.012,60.861407,53.016067,25.065059,11.641297,NA,NA,NA
Nigeria_YRI,NA19143,0.003526011,2.1156064,107.02731,10.578032,0.005,53.981217,45.829499,10.912418,6.882208,NA,NA,NA
Nigeria_YRI,NA19144,0.002413411,1.81005825,116.512642,7.240233,0.004,54.638617,53.845486,12.695884,2.572888,NA,NA,NA
Nigeria_YRI,NA19146,0.000932065,2.796195,121.833579,2.796195,0.001,61.705017,46.312782,13.81578,2.796195,NA,NA,NA
Nigeria_YRI,NA19147,0.004361828,1.869354857,107.728123,13.085484,0.007,52.48915,39.215395,22.453122,6.65594,NA,NA,NA
Nigeria_YRI,NA19149,0.004050289,4.050289,122.625111,12.150867,0.003,61.703741,49.49581,12.939383,2.328058,NA,8.308986,NA
Nigeria_YRI,NA19152,0.001477732,2.216598,116.505459,4.433196,0.002,55.430714,56.163712,6.583036,2.761193,NA,NA,NA
Nigeria_YRI,NA19153,0.004927548,2.463774167,117.855713,14.782645,0.006,57.790973,44.032531,20.829066,4.66538,5.320408,NA,NA
Nigeria_YRI,NA19159,0.001355235,2.0328525,106.03384,4.065705,0.002,50.898208,39.092512,17.795543,2.313282,NA,NA,NA
Nigeria_YRI,NA19160,0.001919434,1.919434333,111.181331,5.758303,0.003,53.899281,46.515075,14.24713,2.278148,NA,NA,NA
Nigeria_YRI,NA19171,0.003391394,5.0870915,113.836288,10.174183,0.002,56.669645,47.477869,11.348379,NA,NA,8.514578,NA
Nigeria_YRI,NA19172,0.00799483,3.426355857,105.966393,23.984491,0.007,58.658407,42.632593,9.717761,9.65285,NA,9.289273,NA
Nigeria_YRI,NA19175,0.001312414,1.968621,121.484439,3.937242,0.002,60.774532,51.1622,11.314717,2.170232,NA,NA,NA
Nigeria_YRI,NA19184,0.003138262,1.882957,123.10503,9.414785,0.005,61.874109,47.176575,19.388702,4.080429,NA,NA,NA
Nigeria_YRI,NA19185,0.001726531,1.726531,99.970428,5.179593,0.003,46.967323,41.457733,16.724965,NA,NA,NA,NA
Nigeria_YRI,NA19189,0.015647494,5.86781025,112.840417,46.942482,0.008,55.8056,48.855909,11.72514,10.349931,NA,9.128946,NA
Nigeria_YRI,NA19190,0.002016127,2.016126667,104.91215,6.04838,0.003,52.596602,38.567478,15.723849,4.072601,NA,NA,NA
Nigeria_YRI,NA19197,0.003268511,3.268511333,109.322969,9.805534,0.003,55.731123,43.894991,13.238213,NA,NA,6.264176,NA
Nigeria_YRI,NA19198,0.003091038,2.31827875,124.337359,9.273115,0.004,57.8093,55.131679,13.096828,7.572667,NA,NA,NA
Nigeria_YRI,NA19200,0.003989027,1.994513667,111.307777,11.967082,0.006,49.948634,51.733073,14.651995,6.941157,NA,NA,NA
Nigeria_YRI,NA19201,0.012014887,3.6044662,120.946083,36.044662,0.01,51.035997,58.463987,19.921332,10.468325,NA,NA,NA
Nigeria_YRI,NA19204,0.003372851,2.0237104,119.049972,10.118552,0.005,59.40572,52.03973,10.702229,7.020845,NA,NA,NA
Nigeria_YRI,NA19206,0.002605493,1.95411975,111.227556,7.816479,0.004,50.889289,43.188415,22.051256,2.915075,NA,NA,NA
Nigeria_YRI,NA19207,0.003549761,2.66232075,114.992082,10.649283,0.004,63.889536,36.434075,16.25919,9.058564,NA,NA,NA
Nigeria_YRI,NA19209,0.001270555,1.905832,107.184002,3.811664,0.002,53.333628,44.166887,11.363797,2.131354,NA,NA,NA
Nigeria_YRI,NA19210,0.002007072,2.007072,107.068419,6.021216,0.003,62.130441,39.235348,8.902641,2.821205,NA,NA,NA
