Population,Ind,F_ROH,Mean_ROH_size,Sum_short_ROH,Sum_long_ROH,Total_length_ROH,class_1_ROH,class_2_ROH,class_3_ROH,class_4_ROH,class_5_ROH,class_6_ROH,class_7_ROH
Niger_Fulani_Diffa,fdif66,0.008830412,2.6491237,184.0519,26.491237,0.01,89.500801,71.769875,33.664068,8.246667,NA,7.361726,NA
Niger_Fulani_Zinder,fzin02,0.078528447,5.012454043,147.881644,235.58534,0.047,69.507532,54.231222,45.628161,43.55189,37.829215,58.006721,38.886345
Niger_Fulani_Zinder,fzin03,0.00193062,1.930619667,116.965812,5.791859,0.003,57.777597,47.034192,15.585752,2.36013,NA,NA,NA
Niger_Fulani_Zinder,fzin05,0.003980071,2.3880424,104.18242,11.940212,0.005,58.895989,35.857402,11.393109,9.976132,NA,NA,NA
Niger_Fulani_Zinder,fzin06,0.019854821,2.707475636,206.348454,59.564464,0.022,105.474588,80.110767,43.277946,20.231485,NA,6.339372,10.47876
Niger_Fulani_Zinder,fzin07,0.023172373,4.089242353,192.986063,69.51712,0.017,99.801142,74.957144,23.713172,18.195371,18.538366,27.297988,NA
Niger_Fulani_Zinder,fzin08,0.037244752,6.572603353,120.504504,111.734257,0.017,65.95128,48.858264,13.970408,3.112499,20.20438,33.506425,10.532569
Niger_Fulani_Zinder,fzin09,0.079698133,9.56377596,91.643075,239.094399,0.025,43.385583,41.313474,11.652954,11.790401,5.922947,54.589478,74.25919
Niger_Fulani_Zinder,Fzin1,0.008980953,2.245238333,150.28532,26.94286,0.012,67.557718,62.986817,31.764999,10.500728,4.417918,NA,NA
Niger_Fulani_Zinder,fzin10,0.00062326,1.869779,105.027679,1.869779,0.001,54.592535,43.384513,8.92041,NA,NA,NA,NA
Niger_Fulani_Zinder,fzin11,0.007586962,2.528987444,120.72723,22.760887,0.009,57.82106,52.892073,17.057052,8.889662,NA,6.82827,NA
Niger_Fulani_Zinder,fzin12,0.018411211,7.890518857,131.205365,55.233632,0.007,67.375379,48.48715,20.857186,2.243837,NA,7.736839,11.82439
Niger_Fulani_Zinder,fzin14,0.001980932,1.980932,112.472147,5.942796,0.003,58.769117,49.986455,7.209387,2.449984,NA,NA,NA
Niger_Fulani_Zinder,fzin16,0.002704228,2.028171,146.740313,8.112684,0.004,76.504137,55.106785,20.635481,2.606594,NA,NA,NA
Niger_Fulani_Zinder,fzin19,0.016876563,6.32871125,136.405989,50.62969,0.008,70.036593,52.472472,18.954216,11.39111,NA,NA,NA
Niger_Fulani_Zinder,fzin20,0.006173005,2.057668333,118.408498,18.519015,0.009,62.129313,48.004116,15.669989,11.124095,NA,NA,NA
Niger_Fulani_Zinder,fzin21,0.010250705,2.365547385,142.201437,30.752116,0.013,69.558354,63.099757,16.530413,19.71518,4.049849,NA,NA
Niger_Fulani_Zinder,fzin22,0.01223959,3.338070091,145.05608,36.718771,0.011,60.768267,65.983339,25.464916,12.949361,5.37434,NA,11.234628
Niger_Fulani_Zinder,fzin24,0.009763706,2.4409265,129.626202,29.291118,0.012,67.648011,53.14281,19.007217,14.649964,4.469318,NA,NA
Niger_Fulani_Zinder,fzin25,0.005900039,2.2125145,132.829519,17.700116,0.008,69.811593,50.3209,17.995395,12.401747,NA,NA,NA
Niger_Fulani_Zinder,fzin27,0.004005606,3.0042045,132.065771,12.016818,0.004,59.20042,52.533822,20.331529,12.016818,NA,NA,NA
Niger_Fulani_Zinder,fzin28,0.045771656,5.970216,137.996836,137.314968,0.023,63.333326,51.854339,29.516433,23.284266,25.440441,24.263879,11.646059
Niger_Fulani_Zinder,fzin30,0.005130319,2.5651595,112.579983,15.390957,0.006,55.620373,42.090039,19.92583,6.211496,4.123202,NA,NA
Chad_Fulani_Bongor,FBon02,0.005573746,1.6721238,116.551169,16.721238,0.01,55.120192,47.687722,30.464493,NA,NA,NA,NA
Chad_Fulani_Bongor,FBon03,0.016057128,3.010711563,131.690748,48.171385,0.016,59.778453,51.322209,33.237436,14.120868,14.87295,6.530217,NA
Chad_Fulani_Bongor,FBon06,0.021248508,3.18727625,147.868043,63.745525,0.02,65.550585,59.626328,32.866149,33.905813,4.460109,15.204584,NA
Chad_Fulani_Bongor,FBon07,0.018958936,2.993516263,150.783622,56.876809,0.019,63.500001,60.355541,35.676553,31.987862,NA,16.140474,NA
Chad_Fulani_Bongor,FBon08,0.022534447,3.072879091,158.102596,67.60334,0.022,74.224962,68.654261,23.235423,33.465381,18.837056,7.288853,NA
Chad_Fulani_Bongor,FBon10,0.033898808,3.766534259,150.623648,101.696425,0.027,62.716161,62.136931,41.819241,28.628792,13.001064,14.911424,11.059421
Chad_Fulani_Bongor,FBon11,0.022707394,2.961834043,175.889853,68.122183,0.023,87.249181,58.967485,40.430229,39.069307,11.180902,7.114932,NA
Chad_Fulani_Bongor,FBon16,0.026408936,3.047184923,169.218162,79.226808,0.026,67.715733,73.288568,45.808056,26.065024,21.936086,13.631503,NA
Chad_Fulani_Bongor,FBon18,0.028179048,2.915073897,170.407896,84.537143,0.029,76.2412,72.588558,35.059772,41.086934,15.64183,14.326745,NA
Chad_Fulani_Bongor,FBon21,0.030622284,4.175765955,177.471116,91.866851,0.022,70.761158,69.167619,44.212729,34.560044,10.11041,16.88614,23.639867
Chad_Fulani_Bongor,FBon30,0.011430789,2.286157867,128.928099,34.292368,0.015,53.564196,57.73495,30.919882,16.00075,5.000689,NA,NA
Chad_Fulani_Bongor,FBon31,0.002107377,2.107376667,99.06596,6.32213,0.003,55.360696,36.450081,10.501275,3.076038,NA,NA,NA
Chad_Fulani_Bongor,FBon33,0.00720028,2.400093444,142.141028,21.600841,0.009,66.240467,55.538557,29.957384,5.215427,NA,6.790034,NA
Chad_Fulani_Bongor,FBon37,0.064532608,4.033287979,148.324953,193.597823,0.048,65.95224,61.241858,44.883984,53.228855,20.099222,32.827098,26.31826
Chad_Fulani_Bongor,FBon38,0.008658393,3.24689725,112.008427,25.975178,0.008,54.175825,44.040123,18.9369,11.825553,NA,9.005204,NA
Chad_Fulani_Bongor,FBon39,0.032683932,3.064118594,164.821083,98.051795,0.032,63.183696,63.036558,52.843625,51.646433,10.602769,21.559797,NA
Chad_Fulani_Bongor,FBon40,0.033639916,4.03678996,142.230753,100.919749,0.025,66.195212,56.6893,35.071433,19.345644,18.519781,27.351466,NA
Chad_Fulani_Bongor,FBon43,0.025423959,3.177994875,156.25533,76.271877,0.024,74.412675,63.910599,32.08072,23.00554,18.693321,20.424352,NA
Chad_Fulani_Bongor,FBon44,0.018095952,3.877704,166.011196,54.287856,0.014,76.036917,63.785406,32.008627,20.164591,8.988752,NA,NA
Chad_Fulani_Bongor,FBon47,0.002270222,1.70266675,108.576095,6.810667,0.004,58.130805,41.532946,15.723011,NA,NA,NA,NA
Chad_Fulani_Bongor,FBon48,0.039843776,4.597358731,148.702859,119.531327,0.026,69.004146,60.649898,32.828528,19.834423,27.507106,25.612686,14.818246
Chad_Fulani_Bongor,FBon49,0.0214467,4.021256188,151.875872,64.340099,0.016,63.630874,66.947373,32.362683,16.470348,10.173504,14.251172,12.380017
Chad_Fulani_Bongor,FBon50,0.018193777,2.599111048,154.435453,54.581332,0.021,68.758023,64.182686,38.591252,25.694043,4.263755,7.527026,NA
Chad_Fulani_Linia,Flin121,0.016357012,2.726168667,140.400918,49.071036,0.018,64.336106,56.484321,29.864123,27.185093,4.465542,7.136769,NA
Chad_Fulani_Linia,Flin122,0.012899102,2.579820467,148.082549,38.697307,0.015,69.44366,66.548184,22.838353,15.019665,12.929994,NA,NA
Chad_Fulani_Linia,flin125,0.014021959,2.336993222,125.742989,42.065878,0.018,55.398332,49.738812,37.86224,15.639537,9.169946,NA,NA
Chad_Fulani_Linia,flin127,0.016371714,2.728619,138.058177,49.115142,0.018,62.565814,56.762498,27.425796,28.579096,4.190039,7.650076,NA
Chad_Fulani_Linia,flin130,0.009073619,1.944346857,151.38112,27.220856,0.014,65.30377,74.612334,26.697129,11.988743,NA,NA,NA
Chad_Fulani_Linia,flin132,0.018139829,3.023304778,170.021024,54.419486,0.018,69.469323,67.373939,38.639908,31.273445,4.430776,13.253119,NA
Chad_Fulani_Linia,flin136,0.027748364,4.16225465,166.181251,83.245093,0.02,70.60329,76.628798,27.529159,20.492992,10.012111,27.952228,NA
Chad_Fulani_Linia,flin138,0.018442732,2.76640975,129.199175,55.328195,0.02,62.489332,47.88483,38.329001,14.040417,15.003735,6.780055,NA
Chad_Fulani_Linia,flin139,0.017716088,2.65741315,162.300196,53.148263,0.02,68.747319,73.076092,30.812659,33.109734,9.702655,NA,NA
Chad_Fulani_Linia,flin141,0.114848428,9.844150971,127.05669,344.545284,0.035,51.744322,53.753652,28.299791,29.501351,4.591661,55.469413,89.729611
Chad_Fulani_Linia,flin142,0.049321281,8.220213444,145.458094,147.963842,0.018,60.541426,57.117927,34.685065,11.548942,8.61872,33.472576,11.478719
Chad_Fulani_Linia,flin143,0.013286442,2.491207938,146.247013,39.859327,0.016,69.340926,54.018038,35.756176,13.065529,13.925671,NA,NA
Chad_Fulani_Linia,flin145,0.112258843,9.102068378,121.578724,336.77653,0.037,54.55443,54.288911,22.732831,34.428807,20.718094,32.640471,25.177519
Chad_Fulani_Linia,flin146,0.048852508,6.978929714,136.0832,146.557524,0.021,62.306396,58.367685,29.275518,13.854705,5.172485,15.654995,38.451468
Chad_Fulani_Linia,flin147,0.010779649,2.939904364,145.862809,32.338948,0.011,67.925168,62.292419,22.6674,13.643759,4.757258,6.915753,NA
Chad_Fulani_Linia,flin148,0.056833329,5.499999581,143.774996,170.499987,0.031,61.972949,55.917497,43.115548,34.188403,14.996199,16.003873,25.925814
Chad_Fulani_Linia,flin152,0.019000282,2.714326,134.50254,57.000846,0.021,60.502765,52.195527,33.945911,28.93204,15.927143,NA,NA
Chad_Fulani_Linia,flin153,0.008199988,2.236360455,153.77032,24.599965,0.011,62.202967,57.986451,42.076061,11.53336,4.571446,NA,NA
Chad_Fulani_Linia,flin154,0.01485323,2.970646,150.330413,44.55969,0.015,64.856677,62.526893,33.427712,13.611564,20.467257,NA,NA
Senegal_Bedik,BED57,0.00223613,2.23613,114.605914,6.70839,0.003,61.469355,42.578844,12.081349,5.184756,NA,NA,NA
Senegal_Bedik,BED59,0.008721295,2.6163884,96.363178,26.163884,0.01,44.074706,42.956467,23.402306,2.948127,NA,9.145456,NA
Senegal_Bedik,BED61,0.006089503,3.6537016,120.924462,18.268508,0.005,51.455513,60.476807,10.819234,9.280173,NA,7.161243,NA
Senegal_Bedik,BED62,0.015760111,5.910041625,121.803326,47.280333,0.008,60.011589,50.048093,13.737833,9.106097,5.099474,7.727669,NA
Senegal_Bedik,BED63,0.003417506,5.1262595,102.629831,10.252519,0.002,51.741821,42.744096,8.143914,3.505634,NA,6.746885,NA
Senegal_Bedik,BED65,0.006634825,3.9808952,118.58023,19.904476,0.005,62.85791,48.402014,12.607704,NA,5.829052,8.788026,NA
Senegal_Bedik,BED66,0.006036465,2.2636745,103.84903,18.109396,0.008,53.780241,45.411023,14.553451,3.81098,4.402731,NA,NA
Senegal_Bedik,BED71,0.01658344,4.9750319,114.005985,49.750319,0.01,55.156116,43.465001,22.372952,5.576455,9.093889,9.124668,NA
Senegal_Bedik,BED73,0.002780053,2.08503975,127.404975,8.340159,0.004,59.728911,49.141573,22.231331,4.643319,NA,NA,NA
Senegal_Bedik,BED76,0.016831685,5.610561667,97.198269,50.495055,0.009,52.617396,36.382653,13.271313,2.93241,9.500381,16.117157,NA
Senegal_Bedik,BED77,0.014459306,3.943447091,131.16201,43.377918,0.011,64.65511,54.716509,18.8047,8.115609,12.500992,NA,NA
Senegal_Bedik,BED78,0.002810354,2.10776525,109.607389,8.431061,0.004,58.581722,41.464772,14.862709,3.129247,NA,NA,NA
Senegal_Bedik,BED81,0.015387183,3.550888462,120.118684,46.16155,0.013,64.955763,47.787814,17.899984,11.936123,5.267715,NA,NA
Senegal_Bedik,BED83,0.010126929,4.340112429,114.248708,30.380787,0.007,62.461139,39.624326,17.171434,NA,14.099281,NA,11.273315
Senegal_Bedik,BED85,0.007781143,2.3343429,110.956368,23.343429,0.01,55.451043,42.566506,19.868343,11.477733,4.936172,NA,NA
Senegal_Bedik,BED86,0.006810302,2.918700857,111.639858,20.430906,0.007,55.498131,45.186545,10.955182,15.877027,4.553879,NA,NA
Senegal_Bedik,BED87,0.004472632,1.677236875,115.876816,13.417895,0.008,54.268334,53.30046,19.655209,2.070708,NA,NA,NA
Senegal_Bedik,BED88,0.006252294,2.344610125,121.335455,18.756881,0.008,56.295078,50.423637,19.837758,13.535863,NA,NA,NA
Senegal_Bedik,BED90,0.01415721,4.71907,113.3277,42.47163,0.009,52.766129,47.591262,18.469216,7.755093,5.885762,8.929975,14.401893
Senegal_Bedik,BED92,0.004417768,2.6506608,121.270086,13.253304,0.005,57.111957,54.871791,10.790472,11.74917,NA,NA,NA
Senegal_Bedik,BED98,0.014605782,10.95433675,116.632217,43.817347,0.004,63.135615,42.822863,10.673739,NA,10.392647,NA,14.356599
Gambia_GWD,HG02461,0.000765277,2.29583,105.590359,2.29583,0.001,50.04316,42.431384,13.115815,2.29583,NA,NA,NA
Gambia_GWD,HG02462,0.003406673,3.406673,104.834532,10.220019,0.003,52.189663,42.267103,12.157058,2.740207,5.70052,NA,NA
Gambia_GWD,HG02464,0.001019102,3.057305,111.835512,3.057305,0.001,58.858609,42.494006,10.482897,3.057305,NA,NA,NA
Gambia_GWD,HG02465,0.001636738,2.4551065,113.891441,4.910213,0.002,54.662507,52.894511,8.197745,3.046891,NA,NA,NA
Gambia_GWD,HG02561,0.001227681,1.841522,109.22957,3.683044,0.002,55.84684,43.642717,13.423057,NA,NA,NA,NA
Gambia_GWD,HG02562,0.001184503,1.7767545,109.914873,3.553509,0.002,51.249352,49.104775,13.114255,NA,NA,NA,NA
Gambia_GWD,HG02568,0.002155056,2.155056,132.257453,6.465168,0.003,66.363443,52.130871,15.594527,4.63378,NA,NA,NA
Gambia_GWD,HG02570,0.00141264,2.11896,110.426093,4.23792,0.002,56.865017,46.351465,9.127931,2.3196,NA,NA,NA
Gambia_GWD,HG02571,0.002209188,2.209188333,111.235028,6.627565,0.003,60.332784,44.525077,7.910044,5.094688,NA,NA,NA
Gambia_GWD,HG02573,0.003227185,9.681554,110.961445,9.681554,0.001,58.609092,41.285094,11.067259,NA,NA,9.681554,NA
Gambia_GWD,HG02574,0.001169399,1.7540985,100.997483,3.508197,0.002,53.177774,38.945477,12.382429,NA,NA,NA,NA
Gambia_GWD,HG02582,0.005874981,8.812472,124.865355,17.624944,0.002,62.259764,52.661232,11.914217,NA,NA,NA,NA
Gambia_GWD,HG02583,0.008403544,3.601519,134.914778,25.210633,0.007,62.521204,57.329429,20.151217,2.053974,4.827455,13.242132,NA
Gambia_GWD,HG02585,0.002620595,1.9654465,116.517,7.861786,0.004,53.350721,48.707571,17.849842,4.470652,NA,NA,NA
Gambia_GWD,HG02586,0.014425542,7.212771167,106.16382,43.276627,0.006,58.807421,41.729651,8.762503,3.814416,NA,NA,36.326456
Gambia_GWD,HG02588,0.001891448,1.891448,110.477695,5.674344,0.003,50.432881,52.340512,13.378646,NA,NA,NA,NA
Gambia_GWD,HG02589,NA,NA,114.083221,NA,NA,55.019763,46.469545,12.593913,NA,NA,NA,NA
Gambia_GWD,HG02594,0.001735784,1.735783667,110.817695,5.207351,0.003,59.638358,44.212659,12.174029,NA,NA,NA,NA
Gambia_GWD,HG02595,0.005077953,2.176265714,111.621571,15.23386,0.007,49.51058,48.035189,19.399935,9.909727,NA,NA,NA
Gambia_GWD,HG02610,0.00177264,2.65896,115.232462,5.31792,0.002,59.607225,42.470718,14.853494,3.618945,NA,NA,NA
Gambia_GWD,HG02611,0.013158977,4.386325778,131.955561,39.476932,0.009,63.863809,46.485854,26.67543,2.09121,10.442436,21.873754,NA
Gambia_GWD,HG02613,0.002877483,2.1581125,127.067067,8.63245,0.004,66.478897,51.020014,14.365178,3.835428,NA,NA,NA
Gambia_GWD,HG02614,NA,NA,110.232922,NA,NA,56.575104,47.771097,5.886721,NA,NA,NA,NA
Gambia_GWD,HG02620,NA,NA,124.47475,NA,NA,55.612153,46.784961,22.077636,NA,NA,NA,NA
Gambia_GWD,HG02621,0.001082812,1.6242175,125.902871,3.248435,0.002,67.683815,47.843816,13.623675,NA,NA,NA,NA
Gambia_GWD,HG02623,0.008375841,3.140940375,131.281075,25.127523,0.008,60.799028,61.421847,12.325589,14.553583,NA,7.308551,NA
Gambia_GWD,HG02624,0.00229538,1.72153525,112.9114,6.886141,0.004,53.830624,45.164696,20.802221,NA,NA,NA,NA
Gambia_GWD,HG02628,0.004569672,2.7418032,105.096446,13.709016,0.005,61.487517,37.622177,9.683592,5.570308,4.441868,NA,NA
Gambia_GWD,HG02629,NA,NA,103.432784,NA,NA,57.90974,38.218537,7.304507,NA,NA,NA,NA
Gambia_GWD,HG02634,0.003310235,1.9861408,126.987282,9.930704,0.005,61.605104,51.032614,19.148476,5.131792,NA,NA,NA
Gambia_GWD,HG02635,0.002344883,1.758662,118.720773,7.034648,0.004,54.273475,52.710916,16.622745,2.148285,NA,NA,NA
Gambia_GWD,HG02642,0.008521487,5.1128924,108.393357,25.564462,0.005,57.585266,40.199194,14.515179,2.910765,NA,6.213516,12.533899
Gambia_GWD,HG02643,0.001951049,1.951049,111.961831,5.853147,0.003,62.436891,40.030516,12.784617,2.562954,NA,NA,NA
Gambia_GWD,HG02645,0.003012188,2.259141,119.494974,9.036564,0.004,55.608211,54.300093,12.795878,5.827356,NA,NA,NA
Gambia_GWD,HG02646,0.002616434,1.96232575,118.095462,7.849303,0.004,54.851482,51.021997,15.67836,4.392926,NA,NA,NA
Gambia_GWD,HG02666,0.002478361,1.85877075,112.3741,7.435083,0.004,53.643614,47.050484,16.519571,2.595514,NA,NA,NA
Gambia_GWD,HG02667,0.052204717,19.57676888,101.396853,156.614151,0.008,52.284118,37.213834,13.6717,2.700708,4.240126,6.744894,10.881448
Gambia_GWD,HG02675,0.001468335,2.202502,116.956009,4.405004,0.002,59.903598,47.988971,10.756288,2.712156,NA,NA,NA
Gambia_GWD,HG02676,0.002388141,1.7911055,114.308338,7.164422,0.004,60.163823,39.084181,20.09462,2.130136,NA,NA,NA
Gambia_GWD,HG02678,0.048926236,7.3389354,113.881348,146.778708,0.02,51.805372,53.944363,16.75582,15.75663,4.869968,29.984577,37.439756
Gambia_GWD,HG02679,0.001729679,1.729678667,98.394826,5.189036,0.003,48.68465,41.254235,13.644977,NA,NA,NA,NA
Gambia_GWD,HG02702,0.00105714,1.58571,134.714712,3.17142,0.002,64.603311,56.572369,16.710452,NA,NA,NA,NA
Gambia_GWD,HG02703,0.009828281,5.8969688,116.607664,29.484844,0.005,56.589428,51.445652,8.572584,6.033749,8.744037,NA,14.707058
Gambia_GWD,HG02715,0.005076602,2.175686714,106.471332,15.229807,0.007,55.134616,42.244853,18.120504,6.201166,NA,NA,NA
Gambia_GWD,HG02716,0.001961185,1.961184667,112.703048,5.883554,0.003,60.03908,45.946438,10.160774,2.44031,NA,NA,NA
Gambia_GWD,HG02721,0.001179869,1.7698035,119.030959,3.539607,0.002,65.107982,46.700307,10.762277,NA,NA,NA,NA
Gambia_GWD,HG02722,0.000954458,2.863373,111.92051,2.863373,0.001,62.150538,40.612014,9.157958,2.863373,NA,NA,NA
Gambia_GWD,HG02756,0.002186363,1.63977225,119.741645,6.559089,0.004,57.6692,51.190473,17.441061,NA,NA,NA,NA
Gambia_GWD,HG02757,0.004252147,3.18911,119.829245,12.75644,0.004,58.937115,48.549566,17.58004,NA,NA,7.518964,NA
Gambia_GWD,HG02759,0.054268557,8.14028355,114.662842,162.805671,0.02,55.090082,50.751682,17.568111,11.661194,15.170699,14.055006,37.445263
Gambia_GWD,HG02760,0.003182085,3.182085,104.549565,9.546255,0.003,57.939717,38.378566,11.344144,NA,NA,6.433393,NA
Gambia_GWD,HG02763,0.043010517,11.730141,110.001169,129.031551,0.011,48.208577,52.092686,11.353822,5.090262,NA,22.560199,12.73076
Gambia_GWD,HG02768,0.001267466,1.9011995,120.548523,3.802399,0.002,71.347231,35.778576,15.101115,2.124,NA,NA,NA
Gambia_GWD,HG02769,0.009743105,2.9229316,114.046573,29.229316,0.01,58.486511,42.587266,17.791433,18.575962,5.834717,NA,NA
Gambia_GWD,HG02771,0.000645303,1.935909,105.885924,1.935909,0.001,55.40448,39.938779,12.478574,NA,NA,NA,NA
Gambia_GWD,HG02772,0.00179411,1.794109667,117.256834,5.382329,0.003,57.655969,52.082974,10.796256,2.103964,NA,NA,NA
Gambia_GWD,HG02798,0.003102729,3.102728667,110.240831,9.308186,0.003,53.836482,46.821364,11.156673,2.993325,4.741173,NA,NA
Gambia_GWD,HG02799,0.000657421,1.972262,116.347141,1.972262,0.001,60.556053,46.319067,11.444283,NA,NA,NA,NA
Gambia_GWD,HG02804,0.000510818,1.532454,108.531566,1.532454,0.001,50.933033,51.7926,7.338387,NA,NA,NA,NA
Gambia_GWD,HG02805,0.051422529,8.119346632,120.891791,154.267586,0.019,54.061135,45.264921,30.316239,6.940599,5.583934,34.223737,59.104349
Gambia_GWD,HG02807,0.002891461,1.7348764,107.002996,8.674382,0.005,55.215328,37.900443,20.050603,2.511004,NA,NA,NA
Gambia_GWD,HG02808,0.022468881,6.7406643,121.472193,67.406643,0.01,56.234259,46.100101,20.736456,16.720756,NA,8.678319,11.428501
Gambia_GWD,HG02810,0.053783376,12.41154831,112.1228,161.350128,0.013,53.040166,50.007829,13.96793,3.830344,4.17281,23.819175,25.03959
Gambia_GWD,HG02811,0.004064777,1.742047286,105.166302,12.194331,0.007,51.024261,39.603062,24.398165,2.335145,NA,NA,NA
Gambia_GWD,HG02813,0.002453756,1.84031675,112.02941,7.361267,0.004,56.79575,46.738854,13.837321,2.018752,NA,NA,NA
Gambia_GWD,HG02814,NA,NA,112.090167,NA,NA,51.887726,43.944687,16.257754,NA,NA,NA,NA
Gambia_GWD,HG02816,0.004751861,2.036512,120.938652,14.255584,0.007,63.899064,45.17672,20.450506,5.667946,NA,NA,NA
Gambia_GWD,HG02817,0.000653973,1.961918,119.22385,1.961918,0.001,62.544007,46.527422,12.114339,NA,NA,NA,NA
Gambia_GWD,HG02819,0.003635021,3.635020667,115.379818,10.905062,0.003,62.087637,42.524136,12.46444,NA,9.208667,NA,NA
Gambia_GWD,HG02820,NA,NA,118.666372,NA,NA,52.76302,53.725849,12.177503,NA,NA,NA,NA
Gambia_GWD,HG02836,0.001124353,1.686529,110.632016,3.373058,0.002,53.318976,48.934547,11.751551,NA,NA,NA,NA
Gambia_GWD,HG02837,0.053671471,20.1268015,113.439008,161.014412,0.008,49.914178,47.532635,15.992195,2.128256,NA,9.079572,27.982739
Gambia_GWD,HG02839,0.002382601,3.5739015,113.572258,7.147803,0.002,50.087768,54.167715,10.930634,NA,5.533944,NA,NA
Gambia_GWD,HG02840,0.004692974,2.011274429,114.946155,14.078921,0.007,54.406404,55.375098,13.862708,5.380866,NA,NA,NA
Gambia_GWD,HG02851,0.000564321,1.692963,104.368434,1.692963,0.001,55.434729,38.589509,12.037159,NA,NA,NA,NA
Gambia_GWD,HG02852,0.002621462,1.96609625,137.453039,7.864385,0.004,62.010955,63.318125,17.136612,2.851732,NA,NA,NA
Gambia_GWD,HG02854,NA,NA,118.419268,NA,NA,59.983821,42.236135,16.199312,NA,NA,NA,NA
Gambia_GWD,HG02855,0.001630261,1.630260667,125.137264,4.890782,0.003,63.919714,49.337349,16.770983,NA,NA,NA,NA
Gambia_GWD,HG02860,0.005273356,2.260009857,112.00416,15.820069,0.007,62.035529,41.491932,15.322012,8.974756,NA,NA,NA
Gambia_GWD,HG02861,0.001858552,1.858552333,112.949275,5.575657,0.003,55.540589,46.037425,14.727267,2.219651,NA,NA,NA
Gambia_GWD,HG02870,0.002300032,1.72502425,124.295345,6.900097,0.004,62.856723,46.898084,21.440635,NA,NA,NA,NA
Gambia_GWD,HG02878,0.001607069,2.410604,119.923078,4.821208,0.002,56.810016,49.935998,13.177064,4.821208,NA,NA,NA
Gambia_GWD,HG02879,0.005580698,4.18552325,122.14588,16.742093,0.004,62.485369,46.456556,16.337113,NA,4.015635,9.5933,NA
Gambia_GWD,HG02881,0.033574011,12.59025425,118.706708,100.722034,0.008,64.292723,46.330636,9.989412,NA,8.39329,NA,27.898175
Gambia_GWD,HG02882,0.002109756,3.164634,117.903533,6.329268,0.002,55.923114,51.061962,10.918457,6.329268,NA,NA,NA
Gambia_GWD,HG02884,0.001502371,2.253557,121.552259,4.507114,0.002,58.669063,56.286772,6.596424,4.507114,NA,NA,NA
Gambia_GWD,HG02885,0.00057633,1.72899,110.288397,1.72899,0.001,61.200219,43.388286,7.428882,NA,NA,NA,NA
Gambia_GWD,HG02887,0.001971484,1.971484333,126.562699,5.914453,0.003,56.628752,51.783104,19.952427,4.112869,NA,NA,NA
Gambia_GWD,HG02888,0.002213412,2.213412333,111.6456,6.640237,0.003,51.917765,43.148176,18.102428,5.117468,NA,NA,NA
Gambia_GWD,HG02890,0.00052635,1.579049,116.036902,1.579049,0.001,59.140944,48.747152,9.727855,NA,NA,NA,NA
Gambia_GWD,HG02891,0.001939011,1.939011333,111.098058,5.817034,0.003,55.655927,46.181923,12.59012,2.487122,NA,NA,NA
Gambia_GWD,HG02895,0.008191595,6.1436965,111.168805,24.574786,0.004,53.323849,46.450196,11.39476,4.325508,5.886935,NA,14.362343
Gambia_GWD,HG02896,0.014480934,4.826978,121.92898,43.442802,0.009,52.36484,56.499102,23.615798,2.094654,NA,NA,12.427001
Gambia_GWD,HG02982,0.003377522,2.53314125,104.37122,10.132565,0.004,57.015915,38.340656,10.733084,8.41413,NA,NA,NA
Gambia_GWD,HG02983,0.002931246,2.19843425,124.194159,8.793737,0.004,66.294629,49.143496,13.835504,3.714267,NA,NA,NA
Gambia_GWD,HG03024,0.009011981,5.4071886,111.793107,27.035943,0.005,53.55009,47.67708,12.249944,4.633887,NA,7.326307,13.391742
Gambia_GWD,HG03025,0.001100677,1.651016,129.499613,3.302032,0.002,65.482306,49.235655,18.083684,NA,NA,NA,NA
Gambia_GWD,HG03027,0.006334476,4.750857,109.882505,19.003428,0.004,62.709264,40.682219,11.882741,NA,NA,NA,13.611709
Gambia_GWD,HG03028,0.001149938,1.7249075,109.742067,3.449815,0.002,45.849158,51.994383,15.348341,NA,NA,NA,NA
Gambia_GWD,HG03039,0.002148076,2.148075667,111.463044,6.444227,0.003,57.911918,44.196207,10.944436,4.85471,NA,NA,NA
Gambia_GWD,HG03040,0.001430833,2.1462495,103.896129,4.292499,0.002,54.986542,42.335641,6.573946,4.292499,NA,NA,NA
Gambia_GWD,HG03045,0.001913427,1.913427333,122.30578,5.740282,0.003,56.751283,55.277592,13.93134,2.085847,NA,NA,NA
Gambia_GWD,HG03046,0.000718941,2.156823,122.536829,2.156823,0.001,60.191321,54.560497,7.785011,2.156823,NA,NA,NA
Gambia_GWD,HG03048,NA,NA,115.093402,NA,NA,56.570599,49.040869,9.481934,NA,NA,NA,NA
Gambia_GWD,HG03049,0.000544656,1.633967,112.579731,1.633967,0.001,60.423109,41.201327,12.589262,NA,NA,NA,NA
Gambia_GWD,HG03240,0.002599562,1.9496715,124.481203,7.798686,0.004,52.864177,61.684386,13.125843,4.605483,NA,NA,NA
Gambia_GWD,HG03241,0.001069584,1.6043755,108.211537,3.208751,0.002,53.936481,47.491871,9.991936,NA,NA,NA,NA
Gambia_GWD,HG03246,0.00401904,2.00952,110.99909,12.05712,0.006,63.466914,40.591039,11.609873,7.388384,NA,NA,NA
Gambia_GWD,HG03247,NA,NA,116.493714,NA,NA,59.176032,49.544954,7.772728,NA,NA,NA,NA
